date,weightclass,fighter,rank
2018-05-23,Bantamweight,Bryan Caraway,9
2018-05-23,Bantamweight,Pedro Munhoz,10
2018-05-23,Bantamweight,Cody Stamann,11
2018-05-23,Bantamweight,Rob Font,12
2018-05-23,Bantamweight,Thomas Almeida,13
2018-05-23,Bantamweight,Brett Johns,14
2018-05-23,Bantamweight,Eddie Wineland,15
2018-05-23,Featherweight,Max Holloway,0
2018-05-23,Featherweight,Brian Ortega,1
2018-05-23,Featherweight,Jose Aldo,2
2018-05-23,Featherweight,Frankie Edgar,3
2018-05-23,Featherweight,Jeremy Stephens,4
2018-05-23,Featherweight,Cub Swanson,5
2018-05-23,Featherweight,Josh Emmett,6
2018-05-23,Featherweight,Ricardo Lamas,7
2018-05-23,Featherweight,Chan Sung Jung,8
2018-05-23,Featherweight,Renato Moicano,9
2018-05-23,Featherweight,Darren Elkins,10
2018-05-23,Featherweight,Mirsad Bektic,11
2018-05-23,Featherweight,Zabit Magomedsharipov,12
2018-05-23,Featherweight,Myles Jury,13
2018-05-23,Featherweight,Dooho Choi,14
2018-05-23,Featherweight,Calvin Kattar,15
2018-05-23,Lightweight,Khabib Nurmagomedov,0
2018-05-23,Lightweight,Conor McGregor,1
2018-05-23,Lightweight,Tony Ferguson,2
2018-05-23,Lightweight,Eddie Alvarez,3
2018-05-23,Lightweight,Dustin Poirier,4
2018-05-23,Lightweight,Kevin Lee,5
2018-05-23,Lightweight,Edson Barboza,6
2018-05-23,Lightweight,Justin Gaethje,7
2018-05-23,Lightweight,Nate Diaz,8
2018-05-23,Lightweight,Michael Chiesa,9
2018-05-23,Lightweight,Al Iaquinta,10
2018-05-23,Lightweight,James Vick,11
2018-05-23,Lightweight,Anthony Pettis,12
2018-05-23,Lightweight,Alexander Hernandez,13
2018-05-23,Lightweight,Paul Felder,14
2018-05-23,Lightweight,Olivier Aubin-Mercier,15
2018-05-23,Welterweight,Tyron Woodley,0
2018-05-23,Welterweight,Stephen Thompson,1
2018-05-23,Welterweight,Rafael Dos Anjos,2
2018-05-23,Welterweight,Colby Covington,3
2018-05-23,Welterweight,Robbie Lawler,3
2018-05-23,Welterweight,Kamaru Usman,5
2018-05-23,Welterweight,Demian Maia,6
2018-05-23,Welterweight,Jorge Masvidal,7
2018-05-23,Welterweight,Darren Till,8
2018-05-23,Welterweight,Neil Magny,9
2018-05-23,Welterweight,Santiago Ponzinibbio,10
2018-05-23,Welterweight,Donald Cerrone,11
2018-05-23,Welterweight,Gunnar Nelson,12
2018-05-23,Welterweight,Alex Oliveira,13
2018-05-23,Welterweight,Leon Edwards,14
2018-05-23,Welterweight,Dong Hyun Kim,15
2018-05-23,Middleweight,Robert Whittaker,0
2018-05-23,Middleweight,Yoel Romero,1
2018-05-23,Middleweight,Luke Rockhold,2
2018-05-23,Middleweight,Chris Weidman,3
2018-05-23,Middleweight,Kelvin Gastelum,4
2018-05-23,Middleweight,Ronaldo Souza,5
2018-05-23,Middleweight,Michael Bisping,6
2018-05-23,Middleweight,Derek Brunson,7
2018-05-23,Middleweight,David Branch,8
2018-05-23,Middleweight,Brad Tavares,9
2018-05-23,Middleweight,Lyoto Machida,9
2018-05-23,Middleweight,Uriah Hall,11
2018-05-23,Middleweight,Antonio Carlos Junior,12
2018-05-23,Middleweight,Thiago Santos,12
2018-05-23,Middleweight,Paulo Costa,14
2018-05-23,Middleweight,Elias Theodorou,15
2018-05-23,Light Heavyweight,Daniel Cormier,0
2018-05-23,Light Heavyweight,Alexander Gustafsson,1
2018-05-23,Light Heavyweight,Volkan Oezdemir,2
2018-05-23,Light Heavyweight,Glover Teixeira,3
2018-05-23,Light Heavyweight,Ilir Latifi,4
2018-05-23,Light Heavyweight,Jan Blachowicz,5
2018-05-23,Light Heavyweight,Jimi Manuwa,6
2018-05-23,Light Heavyweight,Mauricio Rua,7
2018-05-23,Light Heavyweight,Ovince Saint Preux,7
2018-05-23,Light Heavyweight,Corey Anderson,9
2018-05-23,Light Heavyweight,Misha Cirkunov,10
2018-05-23,Light Heavyweight,Patrick Cummins,11
2018-05-23,Light Heavyweight,Dominick Reyes,12
2018-05-23,Light Heavyweight,Gadzhimurad Antigulov,13
2018-05-23,Light Heavyweight,Tyson Pedro,14
2018-05-23,Light Heavyweight,Gian Villante,15
2018-05-23,Heavyweight,Stipe Miocic,0
2018-05-23,Heavyweight,Francis Ngannou,1
2018-05-23,Heavyweight,Alistair Overeem,2
2018-05-23,Heavyweight,Alexander Volkov,3
2018-05-23,Heavyweight,Curtis Blaydes,4
2018-05-23,Heavyweight,Derrick Lewis,5
2018-05-23,Heavyweight,Mark Hunt,6
2018-05-23,Heavyweight,Marcin Tybura,7
2018-05-23,Heavyweight,Andrei Arlovski,8
2018-05-23,Heavyweight,Aleksei Oleinik,9
2018-05-23,Heavyweight,Stefan Struve,10
2018-05-23,Heavyweight,Tai Tuivasa,11
2018-05-23,Heavyweight,Shamil Abdurakhimov,12
2018-05-23,Heavyweight,Justin Willis,13
2018-05-23,Heavyweight,Junior Dos Santos,14
2018-05-23,Heavyweight,Junior Albini,15
2018-05-23,Women's Strawweight,Rose Namajunas,0
2018-05-23,Women's Strawweight,Joanna Jedrzejczyk,1
2018-05-23,Women's Strawweight,Jessica Andrade,2
2018-05-23,Women's Strawweight,Claudia Gadelha,3
2018-05-23,Women's Strawweight,Karolina Kowalkiewicz,4
2018-05-23,Women's Strawweight,Tecia Torres,5
2018-05-23,Women's Strawweight,Carla Esparza,6
2018-05-23,Women's Strawweight,Michelle Waterson,7
2018-05-23,Women's Strawweight,Felice Herrig,8
2018-05-23,Women's Strawweight,Tatiana Suarez,9
2018-05-23,Women's Strawweight,Cortney Casey,10
2018-05-23,Women's Strawweight,Alexa Grasso,11
2018-05-23,Women's Strawweight,Randa Markos,12
2018-05-23,Women's Strawweight,Nina Nunes,13
2018-05-23,Women's Strawweight,Joanne Calderwood,14
2018-05-23,Women's Strawweight,Angela Hill,15
2018-05-23,Women's Flyweight,Nicco Montano,0
2018-05-23,Women's Flyweight,Valentina Shevchenko,1
2018-05-23,Women's Flyweight,Sijara Eubanks,2
2018-05-23,Women's Flyweight,Lauren Murphy,3
2018-05-23,Women's Flyweight,Alexis Davis,4
2018-05-23,Women's Flyweight,Katlyn Chookagian,5
2018-05-23,Women's Flyweight,Barb Honchak,6
2018-05-23,Women's Flyweight,Liz Carmouche,7
2018-05-23,Women's Flyweight,Roxanne Modafferi,8
2018-05-23,Women's Flyweight,Jessica-Rose Clark,9
2018-05-23,Women's Flyweight,Jessica Eye,10
2018-05-23,Women's Flyweight,Ashlee Evans-Smith,11
2018-05-23,Women's Flyweight,Andrea Lee,12
2018-05-23,Women's Flyweight,Mara Romero Borella,13
2018-05-23,Women's Flyweight,Paige VanZant,14
2018-05-23,Women's Flyweight,Montana De La Rosa,15
2018-05-23,Women's Bantamweight,Amanda Nunes,0
2018-05-23,Women's Bantamweight,Holly Holm,1
2018-05-23,Women's Bantamweight,Ketlen Vieira,2
2018-05-23,Women's Bantamweight,Julianna Pena,3
2018-05-23,Women's Bantamweight,Raquel Pennington,4
2018-05-23,Women's Bantamweight,Germaine de Randamie,5
