R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Eddie Alvarez,Justin Gaethje,150,-170,150,58.82352941,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,104,0.59,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,2,0,0,36.5,0.4,0,1.833333333,0.208333333,3,3,14,2,0,2,0,1,0,0,3,Orthodox,175.26,175.26,155,33,29,2,1,-2,-2,3,-12,-2,0,0,5.08,2.54,4,67.5,0,-1.833333333,0,1,5,4,,,,,,,,,4,,,,,,,,,,,,,5,,,,,Red,KO/TKO,Knee,3,3:59,839
Tecia Torres,Michelle Waterson,-250,210,40,210,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,27,0.713333333,2,1.666666667,1,2,1,6,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,0,2,0,60.33333333,0.503333333,0.166666667,0.666666667,0.276666667,3,1,17,0,0,0,4,0,1,0,5,Orthodox,154.94,152.4,115,28,31,-1,-2,-1,-3,0,-11,0,0,1,5.08,5.08,-3,-33.33333333,1.833333333,1,0,1,6,5,,,5,,,,,,,,,,,,,6,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Charles Oliveira,Paul Felder,-135,115,74.07407407,115,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,2,0,39.66666667,0.44,0.333333333,0.333333333,0.166666667,2,3,22,0,0,1,1,3,1,0,6,Orthodox,180.34,177.8,155,0,1,0,22.05555556,0.513888889,1.277777778,1.333333333,0.435,4,8,34,0,0,0,1,0,9,0,10,Orthodox,177.8,187.96,155,28,33,0,1,-2,-4,5,-12,0,3,-8,2.54,-10.16,-5,17.61111111,-0.944444445,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2,4:06,546
Alex Oliveira,Yancy Medeiros,-390,320,25.64102564,320,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,27.9,0.35,0.4,0,0,2,5,17,0,0,1,0,1,3,0,5,Orthodox,177.8,190.5,155,0,2,0,23.1,0.493,0.6,2.1,0.235,3,3,22,0,0,0,2,3,2,0,7,Orthodox,180.34,193.04,170,29,30,0,0,-1,-2,-2,-5,0,-2,1,-2.54,-2.54,-1,4.8,-0.2,-2.1,0,1,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,2:02,722
David Teymur,Drakkar Klose,-130,110,76.92307692,110,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,68,0.61,0,2,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,0,3,0,51.33333333,0.496666667,0,1,0.426666667,3,0,7,0,0,0,1,2,0,0,3,Southpaw,175.26,185.42,155,28,29,0,-2,-2,-2,0,-4,0,-2,0,0,-7.62,-1,16.66666667,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Felice Herrig,Cortney Casey,-115,-105,86.95652174,95.23809524,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,50,0.478333333,0.166666667,0.333333333,0.166666667,2,3,14,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,0,3,0,31.2,0.466,1.2,1.2,0.58,3,1,12,0,0,0,2,0,2,0,4,Orthodox,162.56,165.1,115,33,30,0,-2,-1,-1,-2,2,0,1,-1,7.62,5.08,3,18.8,-1.033333333,-0.866666667,0,1,11,9,,,9,,,,,,,,,,,,,11,,,,,,,,,,,Red,S-DEC,,3,5:00,900
Amanda Cooper,Angela Magana,-525,415,19.04761905,415,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,2,0,0,22.5,0.29,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,1,0,0,25.66666667,0.3,1,0.666666667,0.22,1,2,5,1,0,0,1,0,0,0,1,Switch,160.02,162.56,115,26,34,-1,0,-1,-1,0,1,-1,0,0,-5.08,2.54,-8,-3.16666667,-0.5,-0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:34,574
Sabah Homasi,Abdul Razak Alhassan,225,-265,225,37.73584906,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,27.5,0.485,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,1,0,0,33,0.41,0,2,1,0,1,2,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,29,32,0,0,1,1,0,2,0,1,0,-5.08,2.54,-3,-5.5,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:21,261
Jeremy Kimball,Dominick Reyes,415,-525,415,19.04761905,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,1,0,11,0.485,0,0,0,1,1,2,0,0,0,0,1,0,0,1,Switch,182.88,182.88,205,26,27,0,-1,-1,-1,1,-2,0,-1,0,10.16,12.7,-1,-11,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,3:39,219
Justin Willis,Allen Crowder,-230,190,43.47826087,190,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,245,0,1,0,52,0.57,0,3,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,185.42,198.12,264,30,28,0,-1,-1,-1,0,-3,0,0,0,5.08,-5.08,2,-52,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:33,153
Nicco Montano,Roxanne Modafferi,-210,175,47.61904762,175,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Flyweight,FEMALE,5,1,0,0,42,0.21,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,28,35,-1,0,0,0,-1,3,0,0,0,5.08,10.16,-7,42,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,5,5:00,1500
Sean O'Malley,Terrion Ware,-230,190,43.47826087,190,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,60,0.39,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,182.88,135,23,31,-1,0,0,0,-1,3,0,0,0,-7.62,-2.54,-8,60,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Barb Honchak,Lauren Murphy,-240,200,41.66666667,200,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,56.75,0.4575,0,1,0.2,1,3,12,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,38,34,-1,0,1,1,-3,12,0,1,0,7.62,5.08,4,56.75,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Eric Spicely,Gerald Meerschaert,150,-170,150,58.82352941,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,10.66666667,0.473333333,0.666666667,1,0.123333333,2,1,4,0,0,0,0,0,2,0,2,Southpaw,185.42,195.58,185,0,2,0,4.333333333,0.573333333,0.666666667,0.666666667,0.276666667,2,1,3,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,31,29,-1,-2,0,0,0,1,0,0,0,0,10.16,2,6.333333337,0,0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,2:18,438
Joe Soto,Brett Johns,145,-165,145,60.60606061,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,2,0,52.5,0.57,0.5,7,0.665,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,180.34,135,0,3,0,39.5,0.476666667,1.5,0.666666667,0.411666667,3,3,16,1,0,0,1,0,2,0,3,Orthodox,167.64,165.1,135,30,25,0,-1,-1,-1,3,-10,-1,0,-2,2.54,15.24,5,13,-1,6.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Other - Lock,1,0:30,30
Christina Marks,Montana De La Rosa,300,-360,300,27.77777778,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,32,22,0,0,0,0,0,0,0,0,0,0,-2.54,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:00,120
Andrew Sanchez,Ryan Janes,-600,450,16.66666667,450,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,56,0.393333333,0,0.333333333,0.333333333,1,2,7,0,0,0,1,0,0,0,1,Orthodox,190.5,193.04,185,1,0,0,56,0.56,0,3.333333333,0.3,2,1,9,1,0,0,2,0,0,0,2,Orthodox,185.42,187.96,185,29,36,-1,0,-1,-1,-1,-2,-1,0,0,5.08,5.08,-7,0,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,0:58,658
Karine Gevorgyan,Rachael Ostovich,375,-420,375,23.80952381,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125,28,26,0,0,0,0,0,0,0,0,0,-2.54,-2.54,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,1:40,100
Ariel Beck,Shana Dobson,165,-190,165,52.63157895,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,125,27,28,0,0,0,0,0,0,0,0,0,0,7.62,-1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,2:53,473
Gillian Robertson,Emily Whitmire,165,-190,165,52.63157895,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,125,22,26,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:12,132
Michael Bisping,Kelvin Gastelum,243,-285,243,35.0877193,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Middleweight,MALE,5,2,0,0,47.5,0.461666667,0.166666667,0.75,0.263333333,5,4,31,1,0,2,2,2,2,0,8,Southpaw,175.26,180.34,185,1,0,0,55.71428571,0.383214286,0.178571429,0.928571429,0.238571429,5,8,78,4,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,38,26,-1,0,0,-12,4,-47,-3,-8,2,-10.16,-10.16,12,-8.21428571,-0.011904762,-0.178571429,0,1,9,2,,,,,,,2,,,,,,,,,,,,,9,,,,,,,Red,KO/TKO,Punch,1,2:30,150
Li Jingliang,Zak Ottow,-200,170,50,170,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Welterweight,MALE,3,0,1,0,48.66666667,0.406666667,0.333333333,0.666666667,0.22,1,1,9,0,0,2,0,0,0,0,2,Orthodox,180.34,182.88,170,0,2,0,39.83333333,0.408333333,0,1,0.43,2,2,13,0,0,1,0,3,0,0,4,Orthodox,182.88,180.34,170,29,30,0,-1,-1,-2,1,-4,0,-3,0,-2.54,2.54,-1,8.83333334,0.333333333,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Wang Guan,Alex Caceres,120,-140,120,71.42857143,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Featherweight,MALE,3,0,1,0,46.41176471,0.466470588,0.764705882,0.529411765,0.254705882,2,9,45,0,0,2,3,0,2,1,8,Southpaw,177.8,185.42,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,145,31,29,0,1,2,8,-9,45,0,1,2,2.54,5.08,2,46.41176471,0.764705882,0.529411765,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Muslim Salikhov,Alex Garcia,-220,180,45.45454545,180,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Welterweight,MALE,3,1,0,0,24,0.347142857,0,2.857142857,0.437142857,2,3,17,0,0,1,1,2,0,0,4,Orthodox,175.26,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,33,30,-1,0,2,4,-3,17,0,2,0,-5.08,5.08,3,24,0,2.857142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,3:22,502
Zabit Magomedsharipov,Sheymon Moraes,-500,400,20,400,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,1,0,45,0.69,2,1,0.33,1,0,2,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,145,26,27,0,-1,-1,-1,0,-2,0,0,-1,-12.7,-2.54,-1,-45,-2,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,3,4:30,870
Song Kenan,Bobby Nash,250,-300,250,33.33333333,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Welterweight,MALE,3,2,0,0,32,0.375,1,1.5,0.325,0,2,4,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,27,27,-2,0,0,0,-2,4,0,0,0,0,7.62,0,32,1,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Kailin Curran,Yan Xiaonan,120,-140,120,71.42857143,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,3,0,0,44.66666667,0.431666667,0.5,1.5,0.471666667,1,5,15,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,26,28,3,0,-1,-1,5,-15,0,0,-1,2.54,-5.08,-2,-44.66666667,-0.5,-1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Song Yadong,Bharat Kandare,-160,140,62.5,140,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,135,19,30,0,0,0,0,0,0,0,0,0,-2.54,12.7,-11,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,4:16,256
Chase Sherman,Shamil Abdurakhimov,105,-125,105,80,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Heavyweight,MALE,3,1,0,0,33.25,0.4275,0.25,1.25,0.12,2,2,11,0,0,1,1,0,0,0,2,Orthodox,190.5,193.04,235,0,2,0,73.25,0.395,0,0,0,2,2,10,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,250,28,36,-1,-2,0,0,0,1,0,-1,0,-2.54,-5.08,-8,-40,0.25,1.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:24,84
Wu Yanan,Gina Mazany,-130,120,76.92307692,120,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,21,29,-1,0,0,0,-1,1,0,0,0,-5.08,5.08,-8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Wuliji Buren,Rolando Dy,140,-150,140,66.66666667,11/25/2017,"Shanghai, Hebei, China", China,Blue,FALSE,Featherweight,MALE,3,2,0,0,34,0.43,0,0.5,0.125,0,2,5,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,28,27,-2,0,0,0,-2,5,0,0,0,-2.54,0,1,34,0,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Cyril Asker,Hu Yaozong,-250,210,40,210,11/25/2017,"Shanghai, Hebei, China", China,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,1,0,0,11.33333333,0.29,0,0.333333333,0.333333333,1,2,3,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,247,31,22,1,0,-1,-1,2,-3,0,-1,0,7.62,-5.08,9,-11.33333333,0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:33,453
Fabricio Werdum,Marcin Tybura,-300,250,33.33333333,250,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Heavyweight,MALE,5,0,3,0,41,0.5025,0,1,0.3725,3,1,11,0,0,0,1,2,0,0,3,Orthodox,190.5,198.12,249,0,1,0,45,0.531428571,0.285714286,0.571428571,0.213571429,6,4,31,3,0,0,3,4,3,0,10,Orthodox,193.04,195.58,231,40,32,0,2,-3,-7,3,-20,-3,-2,-3,-2.54,2.54,8,-4,-0.285714286,0.428571429,0,1,8,2,,,,,2,,,,,,,,,,,,,8,,,,,,,,,Red,U-DEC,,5,5:00,1500
Bec Rawlings,Jessica-Rose Clark,-130,110,76.92307692,110,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,2,0,0,45,0.434,0.2,0.4,0.166,2,3,12,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,28,29,2,0,-2,-2,3,-12,0,0,-1,-2.54,0,-1,-45,-0.2,-0.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Tim Means,Belal Muhammad,-210,175,47.61904762,175,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Welterweight,MALE,3,0,2,0,52.4,0.396,0,2.2,0.346,2,2,13,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,170,0,1,0,42.2,0.503333333,0.133333333,0.533333333,0.233333333,4,6,34,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,33,29,0,1,-2,-6,4,-21,0,-3,-1,-7.62,-7.62,4,10.2,-0.133333333,1.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Jake Matthews,Bojan Velickovic,-140,120,71.42857143,120,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Welterweight,MALE,3,1,0,0,34.2,0.338,0.4,0.6,0.19,1,3,15,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,170,2,0,0,30.71428571,0.417142857,0.571428571,1.428571429,0.384285714,2,3,15,0,0,0,0,0,3,1,4,Orthodox,180.34,185.42,170,23,28,1,0,-1,-2,0,0,0,0,-3,2.54,7.62,-5,3.48571429,-0.171428571,-0.828571429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Elias Theodorou,Daniel Kelly,-310,255,32.25806452,255,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Middleweight,MALE,3,1,0,0,37.75,0.38,0.125,1.25,0.235,4,2,18,0,0,1,3,1,1,0,6,Southpaw,182.88,177.8,185,1,0,0,41.71428571,0.388571429,0,1.857142857,0.38,3,2,19,1,0,0,3,2,0,0,5,Orthodox,185.42,190.5,185,29,40,0,0,1,1,0,-1,-1,-1,1,-2.54,-12.7,-11,-3.96428571,0.125,-0.607142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Alexander Volkanovski,Shane Young,-640,470,15.625,470,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,2,0,68.5,0.635,0,3.5,0.785,2,0,5,0,0,0,1,1,0,0,2,Orthodox,167.64,180.34,145,29,24,0,-2,-2,-2,0,-5,0,-1,0,5.08,2.54,5,-68.5,0,-3.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Ryan Benoit,Ashkan Mokhtarian,-290,245,34.48275862,245,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Flyweight,MALE,3,1,0,0,12,0.52,0,1,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,167.64,170.18,125,1,0,0,20.2,0.304,0.2,0.2,0.2,1,3,11,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,125,28,32,0,0,-1,-2,2,-8,0,-1,0,2.54,-2.54,-4,-8.2,-0.2,0.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,2:38,758
Nik Lentz,Will Brooks,345,-430,345,23.25581395,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Lightweight,MALE,3,2,0,0,33.33333333,0.756666667,0,1.666666667,0.22,1,2,7,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,1,0,0,40.27777778,0.523333333,1.166666667,3.277777778,0.348333333,4,7,49,0,0,2,6,2,1,0,11,Orthodox,172.72,172.72,155,33,31,-1,0,-3,-10,5,-42,0,-2,-1,5.08,10.16,2,-6.94444445,-1.166666667,-1.611111111,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2,2:05,425
Rashad Coulter,Tai Tuivasa,155,-175,155,57.14285714,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,264,1,0,0,36,0.43,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,35,24,1,0,0,0,1,-2,0,0,0,7.62,-2.54,11,-36,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Flying Knee,1,4:35,275
Damien Brown,Frank Camacho,105,-125,105,80,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,1,0,0,23,0.4375,0.5,0.25,0.0825,2,2,8,0,0,1,0,1,0,0,2,Orthodox,177.8,172.72,155,32,28,1,0,-2,-2,2,-8,0,-1,0,0,12.7,4,-23,-0.5,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Alex Chambers,Nadia Kassem,170,-200,170,50,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,167.64,125,1,0,0,28.66666667,0.61,1,1,0.466666667,1,2,7,0,0,0,0,0,1,0,1,Switch,160.02,160.02,115,39,22,1,0,-1,-1,2,-7,0,0,-1,5.08,7.62,17,-28.66666667,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
