R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1
Francisco Trinaldo,Leandro Silva,-185,170,54.05405405,170,9/13/2014,"Brasilia, Distrito Federal, Brazil", Brazil,Red,FALSE,Lightweight,MALE,3,1,0,0,50,0.57,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,1,0,0,24.71428571,0.538571429,0.714285714,0.714285714,0.271428571,2,3,15,0,0,1,0,1,2,0,4,Southpaw,175.26,177.8,155,36,28,0,0,-2,-4,2,-12,0,-1,-2,0,5.08,8,0.031428571,-0.714285714,-0.714285714,0,1
Paulo Thiago,Sean Spencer,215,-235,215,42.55319149,9/13/2014,"Brasilia, Distrito Federal, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,1,0,0,68.5,0.3075,0,0,0,2,2,12,0,0,1,1,0,0,0,2,Southpaw,177.8,190.5,170,2,0,0,18.16666667,0.345,1,1.166666667,0.256666667,2,7,29,0,0,0,3,1,1,0,5,Orthodox,180.34,185.42,170,33,27,1,0,0,-3,5,-17,0,-1,-1,-2.54,5.08,6,-0.0375,-1,-1.166666667,0,1
Rani Yahya,Johnny Bedford,115,-125,115,80,9/13/2014,"Brasilia, Distrito Federal, Brazil", Brazil,Red,FALSE,Bantamweight,MALE,3,3,0,0,35.4,0.562,0,1,0.332,2,3,10,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,2,0,0,14.71428571,0.398571429,1.285714286,1.857142857,0.302857143,3,3,17,0,0,0,3,0,1,0,4,Orthodox,167.64,170.18,135,30,31,-1,0,-1,-2,0,-7,0,2,-1,10.16,10.16,-1,0.163428571,-1.285714286,-0.857142857,0,1
Jacare Souza,Gegard Mousasi,-185,170,54.05405405,170,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Middleweight,MALE,5,0,1,0,44.66666667,0.493333333,0.666666667,0,0,1,1,9,0,0,0,1,0,1,0,2,Orthodox,187.96,193.04,185,0,3,0,17.33333333,0.473333333,1.333333333,1,0.276666667,3,0,5,0,0,0,1,1,1,0,3,Orthodox,185.42,182.88,185,34,29,0,-2,-2,-1,-1,4,0,-1,0,2.54,10.16,5,0.02,-0.666666666,-1,0,1
Alistair Overeem,Ben Rothwell,-330,300,30.3030303,300,9/5/2014,"Ledyard, Connecticut, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,1,0,23.66666667,0.43,0.333333333,1.166666667,0.141666667,1,3,14,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,265,0,1,0,43.25,0.7375,0,0.25,0.25,1,2,8,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,34,32,0,0,0,1,-1,6,0,1,0,0,-5.08,2,-0.3075,0.333333333,0.916666667,0,1
Matt Mitrione,Derrick Lewis,116,-126,116,79.36507937,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,2,0,14,0.59,0,1,0.75,2,0,2,0,0,0,0,2,0,0,2,Orthodox,190.5,200.66,260,0,1,0,25.9,0.536,0.4,0,0,5,3,17,0,0,0,1,6,0,0,7,Switch,190.5,200.66,265,36,29,0,1,-3,-5,3,-15,0,-4,0,0,0,7,0.054,-0.4,1,0,1
Joe Lauzon,Michael Chiesa,190,-210,190,47.61904762,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Lightweight,MALE,3,0,2,0,12.8,0.356,1,1.4,0.342,2,1,10,1,0,0,1,0,3,0,4,Southpaw,185.42,190.5,170,0,1,0,17.4375,0.416875,1.625,1.3125,0.42,3,6,31,0,0,0,1,2,7,0,10,Orthodox,177.8,180.34,155,30,26,0,1,-1,-6,5,-21,1,-2,-4,7.62,10.16,4,-0.060875,-0.625,0.0875,0,1
John Moraga,Justin Scoggins,230,-250,230,40,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Flyweight,MALE,3,1,0,0,37.33333333,0.65,1,4.333333333,0.626666667,2,1,7,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,125,1,0,0,28.6,0.378,0.4,0.6,0.24,2,2,14,1,0,1,0,1,1,0,3,Orthodox,167.64,167.64,125,30,22,0,0,0,-1,1,-7,-1,0,-1,2.54,0,8,0.272,0.6,3.733333333,0,1
Al Iaquinta,Rodrigo Damm,-600,500,16.66666667,500,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,48.4,0.408,0.4,0.6,0.256,2,2,13,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,1,0,0,47,0.492,0.6,1.4,0.45,3,2,12,1,0,0,3,0,0,0,3,Orthodox,177.8,177.8,155,27,34,0,0,-1,0,0,1,-1,0,1,-7.62,2.54,-7,-0.084,-0.2,-0.8,0,1
Rafael Natal,Chris Camozzi,-185,170,54.05405405,170,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Middleweight,MALE,3,3,0,0,46.45454545,0.434545455,0.363636364,0,0,4,5,29,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,2,0,0,37.3,0.479,0.7,2.1,0.293,3,5,27,0,0,0,4,0,1,0,5,Orthodox,182.88,193.04,185,31,27,-1,0,1,1,0,2,0,1,0,5.08,0,4,-0.044454545,-0.336363636,-2.1,0,1
Chris Beal,Tateki Matsuda,-500,435,20,435,9/5/2014,"Ledyard, Connecticut, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,0,1,0,19,0.38,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,29,28,0,-1,-1,-1,0,-2,0,-1,0,0,-10.16,1,-0.38,0,0,0,1
Sean Soriano,Chas Skelly,170,-185,170,54.05405405,9/5/2014,"Ledyard, Connecticut, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,10.5,0.2,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,180.34,182.88,145,1,0,0,19,0.73,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,24,29,1,1,1,1,0,2,0,0,1,5.08,5.08,-5,-0.53,0.5,0.5,0,1
TJ Dillashaw,Joe Soto,-1100,900,9.090909091,900,8/30/2014,"Sacramento, California, USA", USA,Red,TRUE,Bantamweight,MALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,2,0,53.375,0.40375,1.375,1.5,0.37125,4,2,19,2,0,0,2,3,1,0,6,Orthodox,167.64,170.18,125,28,27,0,-2,-4,-6,2,-19,-2,-3,-1,0,-5.08,1,-0.40375,-1.375,-1.5,0,1
Tony Ferguson,Danny Castillo,-265,245,37.73584906,245,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,33.5,0.529,0.2,2.7,0.387,3,3,26,0,0,1,4,2,0,0,7,Orthodox,175.26,180.34,155,0,2,0,33.5,0.386666667,0.5,0.666666667,0.36,3,1,10,1,0,0,1,2,1,1,5,Orthodox,180.34,193.04,155,30,35,0,-1,0,2,-2,16,-1,-1,-1,-5.08,-12.7,-5,0.142333333,-0.3,2.033333333,0,1
Bethe Correia,Shayna Baszler,-145,135,68.96551724,135,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,2,0,78,0.515,0,0.5,0.125,2,0,6,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,135,31,34,0,-2,-2,-2,0,-6,0,0,0,5.08,7.62,-3,-0.515,0,-0.5,0,1
Ramsey Nijem,Diego Ferreira,170,-185,170,54.05405405,8/30/2014,"Sacramento, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,7,0.7,1,1,1,1,0,1,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,155,0,2,0,26.375,0.3725,0.75,2.75,0.57625,3,3,15,1,0,0,3,2,0,0,5,Orthodox,180.34,190.5,155,26,29,0,-1,-2,-4,3,-14,-1,-2,1,-5.08,-2.54,-3,0.3275,0.25,-1.75,0,1
Yancy Medeiros,Damon Jackson,-115,105,86.95652174,105,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,3,0,0,12.66666667,0.303333333,0,0,0,0,3,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,155,26,26,3,0,0,0,3,-3,0,0,0,2.54,-10.16,0,-0.303333333,0,0,0,1
Lorenz Larkin,Derek Brunson,145,-165,145,60.60606061,8/30/2014,"Sacramento, California, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,26.66666667,0.403333333,0.666666667,2.333333333,0.3,2,1,7,0,0,0,1,0,1,0,2,Southpaw,185.42,195.58,185,2,0,0,33.25,0.41,0,0,0,1,3,10,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,27,30,1,0,1,1,2,-3,0,0,1,5.08,12.7,-3,-0.006666667,0.666666667,2.333333333,0,1
Ruan Potts,Anthony Hamilton,205,-225,205,44.44444444,8/30/2014,"Sacramento, California, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,6,0.42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,36,34,0,0,0,0,0,0,0,0,0,7.62,2.54,2,0.42,-2,0,0,1
Chris Wade,Cain Carrizosa,-155,135,64.51612903,135,8/30/2014,"Sacramento, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,187.96,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,26,28,0,0,0,0,0,0,0,0,0,-5.08,10.16,-2,0,0,0,0,1
Benson Henderson,Rafael Dos Anjos,-510,440,19.60784314,440,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Lightweight,MALE,5,0,1,0,31.26666667,0.381333333,0.8,1.866666667,0.322,5,5,39,0,0,0,6,2,2,0,10,Southpaw,172.72,177.8,170,0,2,0,58.7,0.464,0.9,2.6,0.502,7,1,39,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,30,29,0,-1,-2,1,-4,0,-5,2,1,-2.54,0,1,-0.082666667,-0.1,-0.733333333,0,1
Mike Pyle,Jordan Mein,245,-265,245,37.73584906,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,33,0.496666667,0,1.333333333,0.333333333,1,1,6,0,0,1,0,1,0,0,2,Orthodox,182.88,185.42,170,0,1,0,21.46153846,0.406923077,0.846153846,1.153846154,0.272307692,4,4,26,0,0,1,2,4,2,0,9,Orthodox,182.88,187.96,170,38,24,0,0,-3,-7,3,-20,0,-3,-2,0,-2.54,14,0.08974359,-0.846153846,0.179487179,0,1
Francis Carmont,Thales Leites,-210,190,47.61904762,190,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,3,0,21.72727273,0.408181818,1.181818182,2.090909091,0.334545455,5,3,27,1,0,1,3,1,3,0,8,Orthodox,185.42,198.12,185,2,0,0,25.75,0.46375,0.625,1.625,0.36625,6,2,22,0,0,1,3,0,2,0,6,Orthodox,190.5,198.12,205,32,32,2,3,-1,2,-1,5,1,1,1,-5.08,0,0,-0.055568182,0.556818182,0.465909091,0,1
Max Holloway,Clay Collard,-950,625,10.52631579,625,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,0,2,0,62.125,0.36375,0.25,0,0,3,3,20,0,0,1,1,2,1,0,5,Orthodox,180.34,175.26,155,22,21,0,-2,-3,-5,3,-20,0,-2,-1,0,10.16,1,-0.36375,-0.25,0,0,1
James Vick,Valmir Lazaro,-125,115,80,115,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,155,27,29,0,-1,-1,-1,0,-1,0,0,-1,-7.62,-7.62,-2,0,-1,0,0,1
Chas Skelly,Tom Niinimaki,145,-155,145,64.51612903,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,12,0.625,0,3,0.47,1,1,4,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,19,0.22,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,29,32,0,0,1,1,0,1,0,0,0,-5.08,-7.62,-3,0.405,0,3,0,1
Neil Magny,Alex Garcia,135,-145,135,68.96551724,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,35,0.525,0,4,0.36,2,0,4,0,0,1,0,1,0,0,2,Orthodox,175.26,182.88,170,0,3,0,38.83333333,0.413333333,0,2.166666667,0.506666667,3,2,15,0,0,0,3,1,0,0,4,Orthodox,190.5,203.2,170,27,27,0,-1,-1,-2,2,-11,0,0,0,-15.24,-20.32,0,0.111666667,0,1.833333333,0,1
Beneil Dariush,Anthony Rocco Martin,130,-140,130,71.42857143,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,18,0.42,1,1,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,1,0,0,9,0.435,0.5,0,0,1,1,2,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,25,24,0,0,-1,-1,0,1,0,0,-1,5.08,2.54,1,-0.015,0.5,1,0,1
Aaron Phillips,Matt Hobar,145,-155,145,64.51612903,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,7,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,1,0,0,18,0.45,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,25,27,0,0,0,0,0,-2,0,0,0,2.54,0,-2,-0.2,-1,0,0,1
Ben Saunders,Chris Heatherly,-385,345,25.97402597,345,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,2,0,0,26.71428571,0.651428571,1,0.142857143,0.142857143,3,3,15,0,0,0,1,2,1,0,4,Orthodox,187.96,195.58,170,31,26,2,0,-3,-4,3,-15,0,-2,-1,-12.7,-22.86,5,-0.651428571,-1,-0.142857143,0,1
Wilson Reis,Joby Sanchez,-335,305,29.85074627,305,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,28,0.355,0,3.5,0.54,1,1,6,0,0,0,1,0,0,0,1,Southpaw,162.56,165.1,125,29,23,1,0,-1,-1,1,-6,0,0,0,5.08,7.62,6,-0.355,0,-3.5,0,1
Michael Bisping,Cung Le,-235,215,42.55319149,215,8/23/2014,"Macau, China", China,Red,FALSE,Middleweight,MALE,5,0,2,0,31.66666667,0.456666667,0,0.666666667,0.333333333,2,1,6,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,1,0,0,49.35,0.4005,0.25,1.3,0.334,4,6,50,1,0,1,5,8,0,0,14,Orthodox,185.42,190.5,185,35,42,1,2,-2,-12,5,-44,-1,-7,0,-10.16,-15.24,-7,0.056166667,-0.25,-0.633333333,0,1
Tyron Woodley,Dong Hyun Kim,-210,190,47.61904762,190,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,0,4,0,25.46153846,0.510769231,0.538461538,2.461538462,0.506923077,4,3,34,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170,1,0,0,27.4,0.55,0,0.6,0.2,2,2,10,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,32,32,1,4,2,7,-1,24,0,0,0,12.7,5.08,0,-0.039230769,0.538461538,1.861538462,0,1
Zhang Lipeng,Brendan O'Reilly,140,-150,140,66.66666667,8/23/2014,"Macau, China", China,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,170,0,1,0,10,0.4,2,4,0.4,1,0,3,1,0,1,0,0,0,0,1,Southpaw,180.34,180.34,155,24,27,0,-1,-1,-1,0,-3,-1,0,0,-10.16,-5.08,-3,-0.4,-2,-4,0,1
Ning Guangyou,Jianping Yang,205,-225,205,44.44444444,8/23/2014,"Macau, China", China,Red,TRUE,Featherweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,145,32,25,0,0,0,0,0,0,0,0,0,7.62,2.54,7,0,0,0,0,1
Sai Wang,Danny Mitchell,175,-190,175,52.63157895,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,1,0,0,18,0.52,5,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,1,0,0,31,0.39,0,0,0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,28,0,0,0,0,0,0,-1,0,0,5.08,5.08,0,0.13,5,0,0,1
Alberto Mina,Shinsho Anzai,-225,205,44.44444444,205,8/23/2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,32,28,0,0,0,0,0,0,0,0,0,-12.7,-17.78,4,0,0,0,0,1
Roland Delorme,Ulka Sasaki,130,-140,130,71.42857143,8/23/2014,"Macau, China", China,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,125,2,0,0,24.83333333,0.42,1.166666667,1.833333333,0.375,2,3,14,0,0,0,1,0,2,0,3,Orthodox,175.26,180.34,135,30,24,2,0,-2,-3,3,-14,0,0,-2,2.54,0,6,-0.42,-1.166666667,-1.833333333,0,1
An Ying Wang,Colby Covington,380,-430,380,23.25581395,8/23/2014,"Macau, China", China,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,13,0.28,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Orthodox,182.88,182.88,170,23,26,0,-1,-1,-1,0,-1,0,-1,0,-2.54,0,-3,-0.28,0,0,0,1
Yao Zhikui,Royston Wee,200,-220,200,45.45454545,8/23/2014,"Macau, China", China,Blue,FALSE,Bantamweight,MALE,3,0,1,0,8,0.66,0,6,0.85,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,23,27,0,1,1,1,0,3,0,0,0,5.08,7.62,-4,0.66,0,6,0,1
Elizabeth Phillips,Milana Dudieva,130,-150,130,66.66666667,8/23/2014,"Macau, China", China,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,154.94,135,1,0,0,67,0.24,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,25,1,0,0,0,1,-3,0,0,0,-7.62,-10.16,3,-0.24,0,0,0,1
Ryan Bader,Ovince Saint Preux,-185,170,54.05405405,170,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Light Heavyweight,MALE,5,0,4,0,17,0.625,0.5,0.75,0.375,4,0,7,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,0,2,0,26.85714286,0.41,0.285714286,2.142857143,0.283571429,5,4,30,1,0,0,6,3,1,0,10,Orthodox,187.96,187.96,205,31,31,0,2,-1,-6,4,-23,-1,-1,0,2.54,15.24,0,0.215,0.214285714,-1.392857143,0,1
Gray Maynard,Ross Pearson,150,-160,150,62.5,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,46.16666667,0.428333333,0,0.833333333,0.416666667,3,5,30,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,27.57142857,0.367857143,0.642857143,2.285714286,0.465714286,8,5,40,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,35,29,0,0,-5,-2,0,-10,-1,2,0,-2.54,-2.54,6,0.06047619,-0.642857143,-1.452380953,0,1
Tim Boetsch,Brad Tavares,285,-315,285,31.74603175,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,43,0.426666667,0,1.444444444,0.226666667,5,2,25,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,29.85714286,0.511428571,0.785714286,1.285714286,0.195714286,4,6,34,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,33,26,0,0,1,-1,4,-9,0,-2,0,2.54,0,7,-0.084761904,-0.785714286,0.158730158,0,1
Seth Baczynski,Alan Jouban,-155,145,64.51612903,145,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,31.66666667,0.331111111,0.555555556,0.555555556,0.074444444,4,4,21,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,32,32,1,0,-4,-5,4,-21,0,-1,-2,-7.62,-2.54,0,-0.331111111,-0.555555556,-0.555555556,0,1
Shawn Jordan,Jack May,-200,185,50,185,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,5,0.83,0,1,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,24.66666667,0.46,0,0.333333333,0.166666667,2,3,10,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,29,33,1,0,-2,-3,2,-9,0,-3,0,20.32,10.16,-4,0.37,0,0.666666667,0,1
Thiago Tavares,Robert Peralta,-135,125,74.07407407,125,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,46.33333333,0.456666667,0,0.666666667,0.5,2,2,16,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,19.14285714,0.430714286,1,2.285714286,0.478571429,2,6,32,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,29,28,0,1,0,-4,4,-16,0,1,-3,2.54,7.62,1,0.025952381,-1,-1.619047619,0,1
Jussier Formiga,Zach Makovsky,290,-320,290,31.25,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Flyweight,MALE,3,0,2,0,30,0.415,0.5,5.5,0.53,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,0,1,0,8.5,0.335,0.25,1.25,0.1875,1,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,170.18,125,29,31,0,1,1,0,2,-1,0,0,-1,-2.54,-7.62,-2,0.08,0.25,4.25,0,1
Sara McMann,Lauren Murphy,-570,480,17.54385965,480,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,1,0,0,10.5,0.765,0,1,0.5,1,1,2,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,33,31,1,0,-1,-1,1,-2,-1,-1,0,2.54,2.54,2,-0.765,0,-1,0,1
Tom Watson,Sam Alvey,-125,115,80,115,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,2,0,0,51,0.4675,0,0,0,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,32,28,2,0,-1,-1,3,-11,0,-1,0,2.54,5.08,4,-0.4675,0,0,0,1
Nolan Ticman,Frankie Saenz,110,-120,110,83.33333333,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,26,34,0,0,0,0,0,0,0,0,0,0,-7.62,-8,0,0,0,0,1
Robbie Lawler,Matt Brown,-325,295,30.76923077,295,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Welterweight,MALE,5,0,7,0,34.94117647,0.588235294,1.294117647,1.176470588,0.438823529,7,5,37,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,38.33333333,0.448333333,0,1.166666667,0.458333333,3,4,28,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,0.139901961,1.294117647,0.009803921,0,1
Anthony Johnson,Rogerio Nogueira,-660,540,15.15151515,540,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,27.83333333,0.343333333,0.166666667,0.166666667,0.166666667,2,2,14,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,21.5,0.468333333,0.416666667,1.25,0.281666667,3,4,22,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,30,38,0,1,-1,-4,2,-8,0,-4,0,0,-7.62,-8,-0.125,-0.25,-1.083333333,0,1
