,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,constant_1,label
36,Jim Crute,Michal Oleksiejczuk,100.0,-120.0,100.0,83.33333333,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,5.39,0.56,0.0,1.2,0.66,2.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Southpaw,182.88,187.96,205.0,1.0,0.0,0.0,4.56,0.57,2.3,0.58,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,187.96,187.96,205.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,-5.08,0.0,-2.0,-0.01,-2.3,0.62,1.0,1
37,Karolina Kowalkiewicz,Yan Xiaonan,225.0,-265.0,225.0,37.73584906,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Women's Strawweight,FEMALE,3.0,0.0,4.0,0.0,6.85,0.4,0.0,0.25,0.25,4.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Orthodox,165.1,160.02,115.0,3.0,0.0,0.0,5.57,0.39,0.0,0.11,0.14,3.0,5.0,28.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,Orthodox,160.02,162.56,115.0,34.0,30.0,3.0,4.0,1.0,-1.0,5.0,-16.0,-1.0,0.0,0.0,5.08,-2.54,4.0,0.01,0.0,0.14,1.0,0
38,Ben Sosoli,Marcos Rogerio De Lima,130.0,-150.0,130.0,66.66666667,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Heavyweight,MALE,3.0,1.0,0.0,0.0,3.55,0.54,0.8,0.78,0.6,2.0,5.0,16.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,Orthodox,185.42,190.5,253.0,0.0,0.0,0.0,2.22,0.31,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,175.26,182.88,265.0,30.0,34.0,-1.0,0.0,2.0,5.0,-5.0,13.0,0.0,3.0,1.0,10.16,7.62,-4.0,0.23,0.8,0.78,1.0,0
39,Brad Riddell,Magomed Mustafaev,120.0,-140.0,120.0,71.42857143,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,3.11,0.57,0.7,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,172.72,180.34,155.0,0.0,1.0,0.0,6.07,0.59,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,180.34,155.0,28.0,31.0,0.0,0.0,1.0,2.0,-1.0,4.0,0.0,3.0,0.0,2.54,0.0,-3.0,-0.02,0.7,-1.0,1.0,1
40,Kevin Aguilar,Zubaira Tukhugov,-115.0,-105.0,86.95652174,95.23809524,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Featherweight,MALE,3.0,0.0,0.0,1.0,2.28,0.35,0.0,3.03,0.56,3.0,1.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,172.72,172.72,145.0,1.0,0.0,0.0,3.78,0.36,0.0,0.25,0.5,2.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,170.18,185.42,145.0,31.0,29.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2.54,-12.7,2.0,-0.01,0.0,2.78,1.0,0
41,Jalin Turner,Joshua Culibao,-210.0,175.0,47.61904762,175.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,155.0,1.0,0.0,0.0,5.66,0.45,0.6,0.61,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,190.5,195.58,155.0,24.0,25.0,1.0,0.0,-1.0,-1.0,2.0,-5.0,0.0,-1.0,0.0,-12.7,-17.78,-1.0,-0.45,-0.6,-0.61,1.0,1
42,Jake Matthews,Emil Meek,-200.0,170.0,50.0,170.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Welterweight,MALE,3.0,2.0,0.0,0.0,2.24,0.38,1.3,0.33,0.5,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Switch,180.34,187.96,170.0,0.0,1.0,0.0,3.07,0.46,0.8,1.99,0.38,3.0,4.0,28.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,8.0,Orthodox,180.34,185.42,170.0,25.0,31.0,-2.0,-1.0,-2.0,-7.0,2.0,-19.0,0.0,-1.0,-4.0,0.0,2.54,-6.0,-0.08,0.5,-1.66,1.0,1
43,Callan Potter,Song Kenan,170.0,-200.0,170.0,50.0,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Welterweight,MALE,3.0,0.0,1.0,0.0,4.13,0.45,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,182.88,180.34,170.0,0.0,1.0,0.0,3.21,0.51,0.0,2.83,0.6,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,182.88,182.88,170.0,35.0,29.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,-2.54,6.0,-0.06,0.0,-2.83,1.0,0
44,Kai Kara France,Tyson Nam,-260.0,220.0,38.46153846,220.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Flyweight,MALE,3.0,1.0,0.0,0.0,2.67,0.23,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,172.72,125.0,1.0,0.0,0.0,5.28,0.41,0.0,0.75,0.37,3.0,1.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Orthodox,162.56,175.26,125.0,26.0,36.0,0.0,0.0,-3.0,-3.0,0.0,-9.0,0.0,0.0,0.0,7.62,-2.54,-10.0,-0.18,0.0,-0.75,1.0,1
45,Loma Lookboonmee,Angela Hill,155.0,-175.0,155.0,57.14285714,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Women's Strawweight,FEMALE,3.0,0.0,2.0,0.0,5.97,0.5,0.1,0.46,0.41,2.0,7.0,34.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,Orthodox,160.02,162.56,115.0,0.0,1.0,0.0,6.6,0.65,0.0,1.0,0.16,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,154.94,154.94,115.0,24.0,35.0,0.0,1.0,1.0,5.0,-7.0,31.0,0.0,2.0,0.0,5.08,7.62,-11.0,-0.15,0.1,-0.54,1.0,0
46,Priscila Cachoeira,Shana Dobson,180.0,-220.0,180.0,45.45454545,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Women's Flyweight,FEMALE,3.0,2.0,0.0,0.0,3.56,0.33,0.0,0.4,0.25,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,167.64,175.26,125.0,3.0,0.0,0.0,3.7,0.36,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,165.1,125.0,31.0,30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.54,10.16,1.0,-0.03,0.0,0.4,1.0,1
47,Francis Ngannou,Junior Dos Santos,-220.0,180.0,45.45454545,180.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,5.0,0.0,3.0,0.0,4.66,0.48,0.1,0.33,0.55,9.0,4.0,51.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,15.0,Orthodox,193.04,195.58,238.0,0.0,2.0,0.0,2.15,0.37,0.5,0.0,0.0,6.0,2.0,21.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,Orthodox,193.04,210.82,250.0,32.0,35.0,0.0,1.0,3.0,7.0,-2.0,30.0,4.0,3.0,-1.0,0.0,-15.24,-3.0,0.11,-0.4,0.33,1.0,1
48,Jussier Formiga,Joseph Benavidez,105.0,-125.0,105.0,80.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Flyweight,MALE,3.0,0.0,2.0,0.0,3.46,0.33,0.6,1.53,0.31,6.0,5.0,63.0,2.0,0.0,1.0,10.0,5.0,4.0,0.0,20.0,Southpaw,162.56,165.1,125.0,0.0,4.0,0.0,1.38,0.38,0.6,1.95,0.39,4.0,4.0,32.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,Orthodox,165.1,170.18,125.0,34.0,34.0,0.0,-2.0,2.0,11.0,-1.0,31.0,2.0,5.0,1.0,-2.54,-5.08,0.0,-0.05,0.0,-0.42,1.0,0
49,Demian Maia,Rocco Martin,-190.0,165.0,52.63157895,165.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,4.0,0.0,2.7,0.36,1.1,0.68,0.25,4.0,4.0,32.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,8.0,Orthodox,182.88,185.42,170.0,0.0,1.0,0.0,1.82,0.43,1.0,2.49,0.25,7.0,9.0,79.0,2.0,0.0,1.0,8.0,1.0,10.0,0.0,20.0,Southpaw,185.42,182.88,170.0,41.0,29.0,0.0,3.0,-3.0,-12.0,5.0,-47.0,-2.0,0.0,-7.0,-2.54,2.54,12.0,-0.07,0.1,-1.81,1.0,1
50,Roosevelt Roberts,Vinc Pichel,-245.0,205.0,40.81632653,205.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Lightweight,MALE,3.0,1.0,0.0,0.0,3.29,0.45,0.4,4.0,0.6,4.0,2.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Orthodox,177.8,182.88,155.0,0.0,2.0,0.0,2.87,0.46,0.5,1.84,0.63,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,187.96,185.42,155.0,25.0,36.0,-1.0,-2.0,2.0,2.0,-2.0,9.0,0.0,1.0,-1.0,-10.16,-2.54,-11.0,-0.01,-0.1,2.16,1.0,0
51,Drew Dober,Marco Polo Reyes,-430.0,345.0,23.25581395,345.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,3.0,1.0,0.0,0.0,6.0,0.37,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,Orthodox,180.34,180.34,155.0,1.0,0.0,0.0,4.51,0.4,0.1,0.95,0.17,3.0,5.0,26.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,7.0,Southpaw,172.72,177.8,155.0,30.0,34.0,0.0,0.0,0.0,-3.0,3.0,-15.0,0.0,0.0,-1.0,7.62,2.54,-4.0,-0.03,-0.1,-0.95,1.0,1
52,Alonzo Menifield,Paul Craig,-350.0,290.0,28.57142857,290.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3.0,0.0,1.0,0.0,2.33,0.48,1.5,1.65,0.21,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,190.5,193.04,205.0,0.0,1.0,0.0,5.07,0.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,205.0,31.0,31.0,0.0,0.0,0.0,2.0,-3.0,12.0,0.0,-1.0,3.0,7.62,0.0,0.0,0.0,1.5,1.65,1.0,1
53,Ricardo Ramos,Journey Newson,-380.0,315.0,26.31578947,315.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Bantamweight,MALE,3.0,0.0,0.0,0.0,2.81,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,170.18,135.0,1.0,0.0,0.0,3.05,0.39,0.7,2.13,0.64,3.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,175.26,182.88,135.0,23.0,30.0,1.0,0.0,-3.0,-3.0,1.0,-10.0,0.0,-1.0,0.0,-10.16,-12.7,-7.0,-0.06,0.3,-2.13,1.0,1
54,Eryk Anders,Vinicius Moreira,-300.0,250.0,33.33333333,250.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,2.79,0.6,1.7,2.61,0.18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,193.04,205.0,3.0,0.0,0.0,3.06,0.45,0.1,1.51,0.4,2.0,4.0,21.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,185.42,190.5,205.0,32.0,30.0,2.0,0.0,-2.0,-3.0,3.0,-20.0,0.0,-2.0,0.0,7.62,2.54,2.0,0.15,1.6,1.1,1.0,1
55,Jared Gordon,Dan Moret,-350.0,290.0,28.57142857,290.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,3.0,2.0,0.0,0.0,2.67,0.43,0.4,1.25,0.27,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,185.42,155.0,2.0,0.0,0.0,6.26,0.54,0.0,2.98,0.39,2.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,175.26,172.72,155.0,30.0,32.0,0.0,0.0,-2.0,-2.0,0.0,-4.0,0.0,-1.0,0.0,7.62,12.7,-2.0,-0.11,0.4,-1.73,1.0,1
56,Dalcha Lungiambula,Dequan Townsend,-420.0,335.0,23.80952381,335.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3.0,0.0,0.0,0.0,1.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,200.66,205.0,0.0,0.0,0.0,1.79,0.55,0.0,2.83,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,193.04,205.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,7.62,-2.0,-0.2,0.0,-2.83,1.0,1
57,Emily Whitmire,Amanda Ribas,-175.0,155.0,57.14285714,155.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Women's Strawweight,FEMALE,3.0,0.0,0.0,0.0,4.29,0.38,1.4,2.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,167.64,115.0,0.0,2.0,0.0,2.84,0.31,0.6,1.18,0.66,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,165.1,160.02,115.0,28.0,25.0,0.0,-2.0,-2.0,-2.0,1.0,-5.0,0.0,0.0,-1.0,-5.08,7.62,3.0,0.07,0.8,1.53,1.0,0
58,Maurice Greene,Junior Albini,-125.0,105.0,80.0,105.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,3.0,3.0,0.0,0.0,3.98,0.51,0.0,1.54,0.37,1.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,187.96,264.0,0.0,2.0,0.0,4.19,0.44,0.5,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,200.66,203.2,258.0,32.0,28.0,-3.0,-2.0,-1.0,-1.0,-3.0,3.0,0.0,1.0,-1.0,-10.16,-15.24,4.0,0.07,-0.5,1.54,1.0,1
59,Renato Moicano,Chan Sung Jung,-220.0,180.0,45.45454545,180.0,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Featherweight,MALE,3.0,1.0,0.0,0.0,4.58,0.41,0.6,0.78,0.41,3.0,4.0,22.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,Orthodox,170.18,182.88,145.0,1.0,0.0,0.0,5.53,0.46,0.4,1.16,0.54,3.0,2.0,17.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,Orthodox,180.34,182.88,145.0,30.0,32.0,0.0,0.0,0.0,-1.0,-2.0,5.0,1.0,2.0,0.0,-10.16,0.0,-2.0,-0.05,0.2,-0.38,1.0,0
60,Bryan Barberena,Randy Brown,-235.0,195.0,42.55319149,195.0,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Welterweight,MALE,3.0,1.0,0.0,0.0,3.41,0.47,0.6,0.95,0.46,2.0,3.0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Orthodox,190.5,198.12,170.0,1.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33,2.0,4.0,22.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,Southpaw,182.88,182.88,170.0,30.0,28.0,0.0,0.0,0.0,-1.0,1.0,-4.0,0.0,-2.0,0.0,7.62,15.24,2.0,-0.01,0.3,0.69,1.0,0
61,Andre Ewell,Anderson Dos Santos,-140.0,120.0,71.42857143,120.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,2.7,0.26,0.5,1.0,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,177.8,135.0,1.0,0.0,0.0,3.74,0.4,0.0,0.21,0.5,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,172.72,190.5,135.0,31.0,33.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,-7.62,-12.7,-2.0,-0.14,0.5,0.79,1.0,1
62,Andrea Lee,Montana De La Rosa,-185.0,160.0,54.05405405,160.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,3.0,0.0,3.0,0.0,2.3,0.33,1.9,2.22,0.33,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,170.18,172.72,125.0,0.0,2.0,0.0,5.4,0.48,0.6,1.4,0.38,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,167.64,175.26,125.0,30.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.54,-2.54,6.0,-0.15,1.3,0.82,1.0,1
63,Kevin Holland,Alessio Di Chirico,-230.0,190.0,43.47826087,190.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Middleweight,MALE,3.0,0.0,2.0,0.0,3.2,0.42,0.0,1.95,0.5,2.0,2.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,Orthodox,182.88,187.96,185.0,0.0,2.0,0.0,4.16,0.54,1.1,1.27,0.43,2.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,190.5,205.74,185.0,26.0,29.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.0,1.0,-1.0,-7.62,-17.78,-3.0,-0.12,-1.1,0.68,1.0,1
64,Dan Ige,Kevin Aguilar,120.0,-140.0,120.0,71.42857143,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Featherweight,MALE,3.0,0.0,2.0,0.0,3.78,0.36,0.0,0.25,0.5,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,170.18,185.42,145.0,0.0,3.0,0.0,3.89,0.49,0.8,2.38,0.35,3.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,170.18,180.34,145.0,27.0,30.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,5.08,-3.0,-0.13,-0.8,-2.13,1.0,1
65,Ashley Yoder,Syuri Kondo,-140.0,120.0,71.42857143,120.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Women's Strawweight,FEMALE,3.0,2.0,0.0,0.0,5.4,0.44,0.3,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,162.56,167.64,115.0,0.0,1.0,0.0,3.1,0.42,0.5,1.33,0.38,1.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,170.18,175.26,115.0,31.0,30.0,-2.0,-1.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,-7.62,-7.62,1.0,0.02,-0.2,-1.33,1.0,1
66,Matt Wiman,Luis Pena,315.0,-380.0,315.0,26.31578947,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,1.0,0.0,3.7,0.45,1.0,1.25,0.31,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,190.5,190.5,155.0,0.0,1.0,0.0,3.18,0.5,1.5,2.14,0.37,4.0,5.0,33.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,10.0,Orthodox,177.8,172.72,155.0,35.0,25.0,0.0,0.0,-3.0,-8.0,4.0,-26.0,0.0,-2.0,-2.0,12.7,17.78,10.0,-0.05,-0.5,-0.89,1.0,0
67,Allen Crowder,Jairzinho Rozenstruik,190.0,-230.0,190.0,43.47826087,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Heavyweight,MALE,3.0,0.0,1.0,0.0,3.72,0.46,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,193.04,198.12,242.0,0.0,1.0,0.0,2.95,0.51,1.2,1.85,0.33,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Orthodox,190.5,193.04,245.0,29.0,31.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,2.54,5.08,-2.0,-0.05,-1.2,-1.85,1.0,0
68,Ariane Lipski,Molly McCann,-255.0,215.0,39.21568627,215.0,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Women's Flyweight,FEMALE,3.0,0.0,1.0,0.0,6.49,0.49,0.9,2.59,0.33,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,162.56,157.48,125.0,1.0,0.0,0.0,3.38,0.31,0.3,0.33,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,170.18,125.0,25.0,29.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,-5.08,-12.7,-4.0,0.18,0.6,2.26,1.0,0
69,Deron Winn,Eric Spicely,-360.0,300.0,27.77777778,300.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Middleweight,MALE,3.0,3.0,0.0,0.0,3.71,0.45,1.0,1.31,0.2,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,185.42,185.42,185.0,0.0,0.0,0.0,6.6,0.47,0.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,177.8,185.0,30.0,32.0,-3.0,0.0,2.0,2.0,-4.0,9.0,0.0,0.0,2.0,17.78,7.62,-2.0,-0.02,1.0,-1.69,1.0,1
70,Jon Jones,Thiago Santos,-670.0,485.0,14.92537313,485.0,2019-07-06,"Las Vegas, Nevada, USA", USA,Red,True,Light Heavyweight,MALE,5.0,0.0,4.0,0.0,4.44,0.47,0.1,0.83,0.4,4.0,5.0,32.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,13.0,Orthodox,187.96,193.04,205.0,0.0,15.0,0.0,4.3,0.57,0.4,1.85,0.44,15.0,1.0,63.0,13.0,0.0,0.0,8.0,5.0,5.0,0.0,18.0,Orthodox,193.04,213.36,205.0,31.0,35.0,0.0,-11.0,-11.0,-5.0,-4.0,-31.0,-13.0,6.0,-5.0,-5.08,-20.32,-4.0,-0.1,-0.3,-1.02,1.0,1
71,Amanda Nunes,Holly Holm,-360.0,300.0,27.77777778,300.0,2019-07-06,"Las Vegas, Nevada, USA", USA,Red,True,Women's Bantamweight,FEMALE,5.0,0.0,1.0,0.0,2.75,0.35,0.1,0.5,0.27,3.0,4.0,34.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,Southpaw,172.72,175.26,135.0,0.0,8.0,0.0,4.34,0.49,0.7,2.33,0.47,8.0,2.0,26.0,5.0,0.0,1.0,1.0,7.0,2.0,0.0,11.0,Orthodox,172.72,175.26,135.0,31.0,37.0,0.0,-7.0,-5.0,-6.0,-2.0,8.0,-1.0,-5.0,-2.0,0.0,0.0,-6.0,-0.14,-0.6,-1.83,1.0,1
72,Jorge Masvidal,Ben Askren,180.0,-220.0,180.0,45.45454545,2019-07-06,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,3.64,0.49,0.9,4.33,0.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,180.34,185.42,170.0,0.0,1.0,0.0,4.33,0.47,0.4,1.7,0.59,4.0,7.0,61.0,0.0,0.0,1.0,8.0,5.0,1.0,0.0,15.0,Orthodox,180.34,187.96,170.0,34.0,34.0,0.0,0.0,-3.0,-14.0,7.0,-60.0,0.0,-5.0,0.0,0.0,-2.54,0.0,0.02,0.5,2.63,1.0,1
