R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender
Noad Lahat,Diego Rivas,-350,290,2/6/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Mickey Gall,Mike Jackson,-525,450,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Artem Lobov,Alex White,-135,115,2/6/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Anthony Johnson,Ryan Bader,-250,210,1/30/2016,"Newark, New Jersey, USA", USA,Red,FALSE,Light Heavyweight,MALE
Josh Barnett,Ben Rothwell,-140,120,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Heavyweight,MALE
Iuri Alcantara,Jimmie Rivera,150,-170,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Bantamweight,MALE
Sage Northcutt,Bryan Barberena,-275,235,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Welterweight,MALE
Tarec Saffiedine,Jake Ellenberger,-265,225,1/30/2016,"Newark, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE
Olivier Aubin-Mercier,Diego Ferreira,-260,220,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE
Rafael Natal,Kevin Casey,-175,155,1/30/2016,"Newark, New Jersey, USA", USA,Red,FALSE,Middleweight,MALE
Dustin Ortiz,Wilson Reis,-275,235,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Flyweight,MALE
George Sullivan,Alexander Yakovlev,-115,-105,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Welterweight,MALE
Alex Caceres,Masio Fullen,-290,245,1/30/2016,"Newark, New Jersey, USA", USA,Red,FALSE,Featherweight,MALE
Matt Dwyer,Randy Brown,125,-145,1/30/2016,"Newark, New Jersey, USA", USA,Blue,FALSE,Welterweight,MALE
Damon Jackson,Levan Makashvili,295,-355,1/30/2016,"Newark, New Jersey, USA", USA,Draw,FALSE,Featherweight,MALE
Anthony Rocco Martin,Felipe Olivieri,-155,135,1/30/2016,"Newark, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE
TJ Dillashaw,Dominick Cruz,-155,135,1/17/2016,"Boston, Massachusetts, USA", USA,Blue,TRUE,Bantamweight,MALE
Anthony Pettis,Eddie Alvarez,-360,300,1/17/2016,"Boston, Massachusetts, USA", USA,Blue,FALSE,Lightweight,MALE
Travis Browne,Matt Mitrione,-170,150,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Heavyweight,MALE
Ross Pearson,Francisco Trinaldo,-150,130,1/17/2016,"Boston, Massachusetts, USA", USA,Blue,FALSE,Lightweight,MALE
Patrick Cote,Ben Saunders,130,-150,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Welterweight,MALE
Tim Boetsch,Ed Herman,-170,150,1/17/2016,"Boston, Massachusetts, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Chris Wade,Mehdi Baghdad,-470,375,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Lightweight,MALE
Maximo Blanco,Luke Sanders,-125,105,1/17/2016,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE
Paul Felder,Daron Cruickshank,-240,200,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Lightweight,MALE
Ilir Latifi,Sean O'Connell,-265,245,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Light Heavyweight,MALE
Charles Rosa,Kyle Bochniak,-255,215,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE
Rob Font,Joey Gomez,-220,180,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Bantamweight,MALE
Francimar Barroso,Elvis Mutapcic,140,-160,1/17/2016,"Boston, Massachusetts, USA", USA,Red,FALSE,Light Heavyweight,MALE
Robbie Lawler,Carlos Condit,-115,-105,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Welterweight,MALE
Stipe Miocic,Andrei Arlovski,-240,220,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Lorenz Larkin,Albert Tumenov,210,-250,1/2/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Diego Brandao,Brian Ortega,145,-165,1/2/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Abel Trujillo,Tony Sims,135,-155,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Michael McDonald,Masanori Kanehara,-600,450,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Kyle Noke,Alex Morono,-370,310,1/2/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Justine Kish,Nina Ansaroff,-220,180,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Scott Holtzman,Drew Dober,-220,180,1/2/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Dustin Poirier,Joe Duffy,130,-150,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Joe Soto,Michinori Tanaka,120,-140,1/2/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Sheldon Westcott,Edgar Garcia,-165,145,1/2/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Rafael Dos Anjos,Donald Cerrone,-170,150,12/19/2015,"Orlando, Florida, USA", USA,Red,TRUE,Lightweight,MALE
Junior Dos Santos,Alistair Overeem,-235,195,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Heavyweight,MALE
Michael Johnson,Nate Diaz,-360,300,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Lightweight,MALE
Randa Markos,Karolina Kowalkiewicz,-165,145,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Charles Oliveira,Myles Jury,145,-165,12/19/2015,"Orlando, Florida, USA", USA,Red,FALSE,Featherweight,MALE
CB Dollaway,Nate Marquardt,-440,350,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Middleweight,MALE
Sarah Kaufman,Valentina Shevchenko,-115,-105,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Josh Samman,Tamdan McCrory,-220,180,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Middleweight,MALE
Nik Lentz,Danny Castillo,-140,120,12/19/2015,"Orlando, Florida, USA", USA,Red,FALSE,Lightweight,MALE
Cole Miller,Jim Alers,-110,-110,12/19/2015,"Orlando, Florida, USA", USA,Draw,FALSE,Featherweight,MALE
Kamaru Usman,Leon Edwards,-240,200,12/19/2015,"Orlando, Florida, USA", USA,Red,FALSE,Welterweight,MALE
Hayder Hassan,Vicente Luque,110,-130,12/19/2015,"Orlando, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
Francis Ngannou,Luis Henrique,-140,120,12/19/2015,"Orlando, Florida, USA", USA,Red,FALSE,Heavyweight,MALE
Jose Aldo,Conor McGregor,-115,-105,12/12/2015,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Featherweight,MALE
Chris Weidman,Luke Rockhold,-150,130,12/12/2015,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Middleweight,MALE
Jacare Souza,Yoel Romero,-140,120,12/12/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE
Demian Maia,Gunnar Nelson,105,-125,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Max Holloway,Jeremy Stephens,-450,360,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Urijah Faber,Frankie Saenz,-490,390,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Tecia Torres,Jocelyn Jones-Lybarger,-290,245,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Warlley Alves,Colby Covington,105,-125,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Leonardo Santos,Kevin Lee,475,-650,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Joe Proctor,Magomed Mustafaev,300,-360,12/12/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
John Makdessi,Yancy Medeiros,-170,150,12/12/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Court McGee,Marcio Alexandre Junior,-165,145,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Frankie Edgar,Chad Mendes,-135,115,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Artem Lobov,Ryan Hall,-165,145,12/11/2015,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Lightweight,MALE
Edson Barboza,Tony Ferguson,130,-150,12/11/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Joe Lauzon,Evan Dunham,165,-190,12/11/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Tatsuya Kawajiri,Jason Knight,-275,235,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Julian Erosa,Marcin Wrzosek,105,-125,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Gabriel Gonzaga,Konstantin Erokhin,120,-140,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Ryan LaFlare,Mike Pierce,-220,180,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Joby Sanchez,Geane Herrera,110,-130,12/11/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE
Chris Gruetzemacher,Abner Lloveras,-145,125,12/11/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Rose Namajunas,Paige VanZant,120,-140,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Jim Miller,Michael Chiesa,130,-150,12/10/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Sage Northcutt,Cody Pfister,-1000,650,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Elias Theodorou,Thiago Santos,-225,185,12/10/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE
Tim Means,John Howard,-410,330,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Omari Akhmedov,Sergio Moraes,-145,125,12/10/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Antonio Carlos Junior,Kevin Casey,-310,255,12/10/2015,"Las Vegas, Nevada, USA", USA,Draw,FALSE,Middleweight,MALE
Aljamain Sterling,Johnny Eduardo,-640,470,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Santiago Ponzinibbio,Andreas Stahl,-170,150,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Danny Roberts,Nathan Coy,-150,140,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Zubaira Tukhugov,Phillipe Nover,-355,295,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Kailin Curran,Emily Peters Kagan,-360,300,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Benson Henderson,Jorge Masvidal,-230,190,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Welterweight,MALE
Dong Hyun Kim,Dominic Waters,-800,550,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Welterweight,MALE
Yoshihiro Akiyama,Alberto Mina,-145,125,11/28/2015,"Seoul, South Korea", South Korea,Blue,FALSE,Welterweight,MALE
Dooho Choi,Sam Sicilia,-250,210,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Featherweight,MALE
Dongi Yang,Jake Collier,105,-125,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Middleweight,MALE
Yui Chul Nam,Mike de la Torre,-115,-105,11/28/2015,"Seoul, South Korea", South Korea,Blue,FALSE,Featherweight,MALE
Tae Hyun Bang,Leo Kuntz,270,-330,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Lightweight,MALE
Seohee Ham,Cortney Casey,120,-140,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Women's Strawweight,FEMALE
Yao Zhikui,Fredy Serrano,135,-155,11/28/2015,"Seoul, South Korea", South Korea,Blue,FALSE,Flyweight,MALE
Ning Guangyou,Marco Beltran,-160,140,11/28/2015,"Seoul, South Korea", South Korea,Blue,FALSE,Bantamweight,MALE
Dominique Steele,Dong Hyun Ma,-130,110,11/28/2015,"Seoul, South Korea", South Korea,Red,FALSE,Welterweight,MALE
Neil Magny,Kelvin Gastelum,270,-330,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Red,FALSE,Welterweight,MALE
Ricardo Lamas,Diego Sanchez,-440,350,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Red,FALSE,Featherweight,MALE
Jussier Formiga,Henry Cejudo,425,-550,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Flyweight,MALE
Erick Montano,Enrique Marin,-230,190,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Red,TRUE,Welterweight,MALE
Horacio Gutierrez,Enrique Barzola,-210,175,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,TRUE,Lightweight,MALE
Efrain Escudero,Leandro Silva,130,-150,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Lightweight,MALE
Erik Perez,Taylor Lapilus,-150,130,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Red,FALSE,Bantamweight,MALE
Hector Urbina,Bartosz Fabinski,155,-175,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Welterweight,MALE
Alejandro Perez,Scott Jorgensen,115,-135,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Red,FALSE,Bantamweight,MALE
Gabriel Benitez,Andre Fili,190,-230,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Featherweight,MALE
Vernon Ramos,Alvaro Herrera,-170,150,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Welterweight,MALE
Cesar Arzamendia,Polo Reyes,-190,165,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Lightweight,MALE
Valmir Lazaro,Michel Prazeres,115,-135,11/21/2015,"Monterrey, Nuevo Leon, Mexico", Mexico,Blue,FALSE,Lightweight,MALE
Ronda Rousey,Holly Holm,-750,525,11/14/2015,"Melbourne, Victoria, Australia", Australia,Blue,TRUE,Women's Bantamweight,FEMALE
Joanna Jedrzejczyk,Valerie Letourneau,-1400,925,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,TRUE,Women's Strawweight,FEMALE
Mark Hunt,Antonio Silva,-290,245,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Heavyweight,MALE
Uriah Hall,Robert Whittaker,-155,135,11/14/2015,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Middleweight,MALE
Stefan Struve,Jared Rosholt,-160,140,11/14/2015,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Heavyweight,MALE
Jake Matthews,Akbarh Arreola,-1000,650,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Lightweight,MALE
Kyle Noke,Peter Sobotta,205,-245,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE
Anthony Perosh,Gian Villante,450,-600,11/14/2015,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Light Heavyweight,MALE
Richie Vaculik,Danny Martinez,-135,115,11/14/2015,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Flyweight,MALE
Daniel Kelly,Steve Montgomery,230,-270,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Middleweight,MALE
Richard Walsh,Steve Kennedy,-420,335,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE
James Moontasri,Anton Zafir,-400,325,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE
Ben Nguyen,Ryan Benoit,-130,110,11/14/2015,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Flyweight,MALE
Vitor Belfort,Dan Henderson,-320,270,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Glover Teixeira,Patrick Cummins,-525,415,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE
Thomas Almeida,Anthony Birchak,-525,415,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Bantamweight,MALE
Alex Oliveira,Piotr Hallmann,-280,240,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Gilbert Burns,Rashid Magomedov,155,-175,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Lightweight,MALE
Fabio Maldonado,Corey Anderson,500,-700,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE
Gleison Tibau,Abel Trujillo,-130,110,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Lightweight,MALE
Yan Cabral,Johnny Case,170,-200,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Lightweight,MALE
Clay Guida,Thiago Tavares,-170,160,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Featherweight,MALE
Kevin Souza,Chas Skelly,160,-185,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Featherweight,MALE
Viscardi Andrade,Gasan Umalatov,110,-130,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Welterweight,MALE
Pedro Munhoz,Jimmie Rivera,-170,150,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Bantamweight,MALE
Bruno Korea,Matheus Nicolau,165,-190,11/7/2015,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Bantamweight,MALE
Paddy Holohan,Louis Smolka,160,-185,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Flyweight,MALE
Norman Parke,Reza Madadi,-240,200,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Lightweight,MALE
Nicolas Dalby,Darren Till,125,-145,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Draw,FALSE,Welterweight,MALE
Neil Seery,Jon Delos Reyes,-130,110,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Flyweight,MALE
Stevie Ray,Mickael Lebout,-550,425,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Lightweight,MALE
Aisling Daly,Ericka Almeida,100,-120,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Women's Strawweight,FEMALE
Scott Askham,Krzysztof Jotko,-145,125,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Middleweight,MALE
Cathal Pendred,Tom Breese,240,-280,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Welterweight,MALE
Darren Elkins,Rob Whiteford,-155,135,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Featherweight,MALE
Bubba Bush,Garreth McLellan,-330,270,10/24/2015,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Middleweight,MALE
Daniel Cormier,Alexander Gustafsson,-255,215,10/3/2015,"Houston, Texas, USA", USA,Red,TRUE,Light Heavyweight,MALE
Ryan Bader,Rashad Evans,115,-135,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Light Heavyweight,MALE
Shawn Jordan,Ruslan Magomedov,165,-190,10/3/2015,"Houston, Texas, USA", USA,Blue,FALSE,Heavyweight,MALE
Joseph Benavidez,Ali Bagautinov,-340,280,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Flyweight,MALE
Jessica Eye,Julianna Pena,220,-260,10/3/2015,"Houston, Texas, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Yair Rodriguez,Dan Hooker,-270,230,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Featherweight,MALE
Alan Jouban,Albert Tumenov,220,-260,10/3/2015,"Houston, Texas, USA", USA,Blue,FALSE,Welterweight,MALE
Adriano Martins,Islam Makhachev,110,-130,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Lightweight,MALE
Rose Namajunas,Angela Hill,-265,245,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Francisco Trevino,Sage Northcutt,375,-470,10/3/2015,"Houston, Texas, USA", USA,Blue,FALSE,Lightweight,MALE
Chris Cariaso,Sergio Pettis,170,-200,10/3/2015,"Houston, Texas, USA", USA,Blue,FALSE,Flyweight,MALE
Derrick Lewis,Viktor Pesta,150,-170,10/3/2015,"Houston, Texas, USA", USA,Red,FALSE,Heavyweight,MALE
Josh Barnett,Roy Nelson,-345,285,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Heavyweight,MALE
Gegard Mousasi,Uriah Hall,-400,325,9/26/2015,"Saitama, Japan", Japan,Blue,FALSE,Middleweight,MALE
Kyoji Horiguchi,Chico Camus,-420,335,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Flyweight,MALE
Takeya Mizugaki,George Roop,-240,200,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Bantamweight,MALE
Katsunori Kikuno,Diego Brandao,210,-230,9/26/2015,"Saitama, Japan", Japan,Blue,FALSE,Featherweight,MALE
Mizuto Hirota,Teruto Ishihara,-290,245,9/26/2015,"Saitama, Japan", Japan,Draw,FALSE,Featherweight,MALE
Keita Nakamura,Li Jingliang,255,-310,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Welterweight,MALE
Nick Hein,Yusuke Kasuya,-365,305,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Lightweight,MALE
Naoyuki Kotani,Kajan Johnson,260,-320,9/26/2015,"Saitama, Japan", Japan,Blue,FALSE,Lightweight,MALE
Shinsho Anzai,Roger Zapata,-115,-105,9/26/2015,"Saitama, Japan", Japan,Red,FALSE,Welterweight,MALE
Demetrious Johnson,John Dodson,-560,430,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,TRUE,Flyweight,MALE
Andrei Arlovski,Frank Mir,-155,135,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Anthony Johnson,Jimi Manuwa,-750,525,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Jan Blachowicz,Corey Anderson,-105,-115,9/5/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Paige VanZant,Alex Chambers,-1500,1000,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Ross Pearson,Paul Felder,350,-440,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Francisco Rivera,John Lineker,130,-150,9/5/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Jessica Andrade,Raquel Pennington,-170,150,9/5/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Clay Collard,Tiago Trator,-145,125,9/5/2015,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Joe Riggs,Ron Stallings,195,-235,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Joaquim Silva,Nazareno Malegarie,105,-125,9/5/2015,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Max Holloway,Charles Oliveira,-255,215,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Featherweight,MALE
Neil Magny,Erick Silva,170,-200,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Welterweight,MALE
Patrick Cote,Joshua Burkman,150,-170,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Welterweight,MALE
Chad Laprise,Francisco Trinaldo,-460,365,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Blue,FALSE,Lightweight,MALE
Olivier Aubin-Mercier,Tony Sims,-200,170,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Lightweight,MALE
Maryna Moroz,Valerie Letourneau,-265,225,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Blue,FALSE,Women's Strawweight,FEMALE
Sam Stout,Frankie Perez,135,-145,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Blue,FALSE,Lightweight,MALE
Yves Jabouin,Felipe Arantes,220,-260,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Blue,FALSE,Bantamweight,MALE
Marcos Rogerio de Lima,Nikita Krylov,-150,130,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Blue,FALSE,Light Heavyweight,MALE
Chris Kelades,Chris Beal,140,-160,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Flyweight,MALE
Shane Campbell,Elias Silverio,210,-250,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Lightweight,MALE
Misha Cirkunov,Daniel Jolly,-570,435,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,FALSE,Light Heavyweight,MALE
Glover Teixeira,Ovince Saint Preux,120,-140,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Light Heavyweight,MALE
Michael Johnson,Beneil Dariush,-140,120,8/8/2015,"Nashville, Tennessee, USA", USA,Blue,FALSE,Lightweight,MALE
Derek Brunson,Sam Alvey,-380,315,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Middleweight,MALE
Jared Rosholt,Tim Johnson,-245,205,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Heavyweight,MALE
Sara McMann,Amanda Nunes,-260,220,8/8/2015,"Nashville, Tennessee, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Ray Borg,Geane Herrera,-440,350,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Flyweight,MALE
Uriah Hall,Oluwale Bamgbose,-320,260,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Middleweight,MALE
Chris Camozzi,Tom Watson,-135,115,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Middleweight,MALE
Dustin Ortiz,Willie Gates,-480,383,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Flyweight,MALE
Frankie Saenz,Sirwan Kakai,105,-125,8/8/2015,"Nashville, Tennessee, USA", USA,Red,FALSE,Bantamweight,MALE
Chris Dempsey,Jonathan Wilson,105,-125,8/8/2015,"Nashville, Tennessee, USA", USA,Blue,FALSE,Light Heavyweight,MALE
