R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details
Cory Hendricks,Josh Stansbury,-145,125,68.96551724,125.0,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,196.0,205,28,31,0,0,0,0,0,0,0,0,0,-2.54,-8.04,-3,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,
Cezar Ferreira,Anthony Smith,-115,-105,86.95652174,95.23809524,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,31.0,0.41,0.0,1.0,0.2,1,1,4,0,0,0,1,0,0,0,1,Orthodox,193.04,193.04,205,0,1,0,16.125,0.39375,0.125,1.125,0.2725,3,3,16,1,0,1,3,0,1,0,5,Southpaw,185.42,198.12,185,31,27,0,0,-2,-4,2,-12,-1,0,-1,7.62,-5.08,4,14.875,-0.125,-0.125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Jake Matthews,Kevin Lee,-160,140,62.5,140.0,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,43.85714286,0.358571429,1.0,2.142857143,0.348571429,4,2,17,0,0,1,3,0,1,0,5,Orthodox,175.26,195.58,170,0,2,0,37.6,0.43799999999999994,0.8,1.4,0.33799999999999997,2,1,11,0,0,0,0,0,3,1,4,Orthodox,180.34,185.42,170,21,23,0,-1,2,1,-1,6,0,-1,-2,-5.08,10.16,-2,6.25714286,0.2,0.7428571429999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Li Jingliang,Anton Zafir,-310,255,32.25806452,255.0,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,17.0,0.68,0.0,1.0,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,0,0,49.0,0.39,0.0,1.25,0.395,1,2,10,0,0,1,0,1,0,0,2,Orthodox,182.88,180.34,170,28,29,0,0,-1,-2,1,-9,0,-1,0,-2.54,2.54,-1,-32.0,0.0,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,
Rafael Dos Anjos,Eddie Alvarez,-290,245,34.48275862,245.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,True,Lightweight,MALE,5,0,2,0,40.33333333,0.42666666700000005,0.0,3.0,0.223333333,2,1,9,0,0,2,0,0,0,0,2,Orthodox,175.26,175.26,155,0,5,0,35.78947368,0.424736842,0.6315789470000001,2.0526315790000003,0.354210526,5,5,49,2,0,0,8,4,2,0,14,Southpaw,172.72,177.8,170,31,32,0,-3,-3,-12,4,-40,-2,-4,-2,2.54,-2.54,-1,4.54385965,-0.6315789470000001,0.947368421,0,1,2.0,0.0,,,,,,,,,0.0,,,,5.0,,,,,,,,,2.0,,,,,Red,KO/TKO,Punches
Roy Nelson,Derrick Lewis,-130,110,76.92307692,110.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,3,0,20.0,0.60875,0.0,0.375,0.3125,3,2,12,0,0,0,0,6,0,0,6,Orthodox,190.5,200.66,260,0,1,0,22.9375,0.38375,0.0625,0.5,0.12875,3,8,37,1,0,0,1,7,0,0,8,Orthodox,182.88,182.88,263,40,31,0,2,0,-2,6,-25,-1,-1,0,7.62,17.78,9,-2.9375,-0.0625,-0.125,0,1,12.0,10.0,,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,,Red,S-DEC,
Alan Jouban,Belal Muhammad,-145,125,68.96551724,125.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,36.0,0.558333333,0.0,0.166666667,0.166666667,2,2,10,0,0,0,1,3,0,0,4,Southpaw,182.88,185.42,170,34,27,0,-1,-2,-4,2,-10,0,-3,0,-2.54,-2.54,7,-36.0,0.0,-0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Joe Duffy,Mitch Clarke,-440,390,22.72727273,390.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,27.4,0.336,0.4,0.6,0.07400000000000001,2,3,13,0,0,0,1,0,1,0,2,Orthodox,177.8,185.42,155,1,0,0,20.0,0.33666666700000003,0.666666667,0.0,0.0,2,1,5,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,155,28,30,0,0,0,0,-2,8,0,-1,0,0.0,0.0,-2,7.4,-0.26666666699999997,0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Mike Pyle,Alberto Mina,-125,105,80.0,105.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,51.5,0.515,0.0,1.0,0.065,2,0,4,0,0,1,0,1,0,0,2,Orthodox,182.88,195.58,170,0,1,0,23.25,0.410625,0.8125,1.0,0.236875,4,6,33,0,0,1,2,5,2,0,10,Orthodox,182.88,187.96,170,40,34,0,1,-2,-8,6,-29,0,-4,-2,0.0,7.62,6,28.25,-0.8125,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Flying Knee
John Makdessi,Mehdi Baghdad,-130,110,76.92307692,110.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,1.0,0.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,2,0,0,58.81818182,0.451818182,0.0,0.0,0.0,3,5,26,0,0,0,3,3,0,0,6,Orthodox,172.72,172.72,155,31,31,1,0,-3,-6,4,-25,0,-3,0,12.7,17.78,0,-57.81818182,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Anthony Birchak,Dileno Lopes,-250,210,40.0,210.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,46.0,0.42,3.0,3.0,0.75,0,1,3,1,0,0,0,0,0,0,0,Southpaw,165.1,165.1,135,1,0,0,15.66666667,0.38,0.0,0.333333333,0.333333333,1,2,3,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,135,30,31,0,0,-1,-1,1,0,1,-1,0,-7.62,-10.16,-1,30.33333333,3.0,2.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Russell Doane,Pedro Munhoz,200,-240,200.0,41.66666667,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,2,0,0,31.25,0.56,0.75,0.5,0.25,1,3,8,0,0,0,0,1,0,0,1,Orthodox,167.64,165.1,135,2,0,0,23.5,0.4175,1.0,2.5,0.3325,2,2,11,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,135,29,29,0,0,-1,-1,-1,-3,0,1,-1,-2.54,-12.7,0,7.75,-0.25,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Felipe Arantes,Jerrod Sanders,-155,135,64.51612903,135.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,6.0,0.6133333329999999,1.0,1.0,0.123333333,1,2,5,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,135,0,1,0,31.75,0.54,0.5,1.125,0.31625,1,4,20,0,0,0,2,1,1,0,4,Orthodox,172.72,185.42,135,28,36,0,0,0,-3,2,-15,0,-1,-1,0.0,-2.54,-8,-25.75,0.5,-0.125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar
Gilbert Burns,Lukasz Sajewski,-265,225,37.73584906,225.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,26.0,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,1,0,0,24.0,0.395,1.0,1.75,0.5,3,1,10,0,0,0,1,0,2,0,3,Orthodox,177.8,180.34,155,29,25,0,0,-3,-3,0,-7,0,0,-2,-5.08,0.0,4,2.0,-1.0,-1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar
Marco Beltran,Reginaldo Vieira,105,-125,105.0,80.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,59.0,0.56,2.0,0.0,0.0,1,0,3,1,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,0,2,0,30.5,0.415,0.0,1.0,0.625,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,175.26,125,30,33,0,-1,-1,-1,0,-3,1,0,0,-2.54,-10.16,-3,28.5,2.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Vicente Luque,Alvaro Herrera,-375,313,26.66666667,313.0,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,4.0,0.44,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,155,0,1,0,20.0,0.475,1.0,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,24,26,0,0,0,0,1,-3,0,1,-1,2.54,-2.54,-2,-16.0,-1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,
Rory MacDonald,Stephen Thompson,-105,-115,95.23809524,86.95652174,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,False,Welterweight,MALE,5,0,6,0,40.375,0.52,0.0,0.625,0.22875,6,1,15,0,0,0,2,5,0,0,7,Orthodox,182.88,190.5,170,1,0,0,50.5,0.444166667,0.41666666700000005,1.75,0.379166667,5,3,33,1,0,0,5,3,1,0,9,Orthodox,182.88,193.04,170,26,33,1,6,1,-2,2,-18,-1,2,-1,0.0,-2.54,-7,-10.125,-0.41666666700000005,-1.125,0,1,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,Red,U-DEC,
Donald Cerrone,Patrick Cote,-170,150,58.82352941,150.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Welterweight,MALE,3,0,3,0,30.10526316,0.46,0.21052631600000002,0.526315789,0.14,4,9,47,2,0,1,4,4,0,0,10,Orthodox,180.34,180.34,170,0,1,0,41.4,0.4855,0.4,0.7,0.2895,8,4,40,1,0,0,6,5,5,0,16,Orthodox,185.42,185.42,155,33,36,0,2,-4,-6,-5,7,1,-1,-5,-5.08,-5.08,-3,-11.29473684,-0.18947368399999998,-0.173684211,0,1,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Steve Bosse,Sean O'Connell,-135,115,74.07407407,115.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Light Heavyweight,MALE,3,1,0,0,42.2,0.47600000000000003,0.4,0.0,0.0,2,3,9,0,0,0,0,2,0,0,2,Orthodox,185.42,187.96,205,0,1,0,2.5,0.205,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,205,34,32,-1,-1,1,1,-2,7,0,1,0,5.08,5.08,2,39.7,0.4,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Olivier Aubin-Mercier,Thibault Gouti,-470,375,21.27659574,375.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Lightweight,MALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,1,0,0,35.4,0.494,0.4,2.8,0.324,3,2,14,1,0,0,1,0,2,0,3,Southpaw,175.26,177.8,155,27,29,0,0,-3,-3,1,-13,-1,0,-2,2.54,5.08,-2,-35.4,-0.4,-2.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Valerie Letourneau,Joanne Calderwood,-150,130,66.66666667,130.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,70.0,0.523333333,0.0,1.6666666669999999,0.41666666700000005,1,1,7,0,0,0,2,0,0,0,2,Orthodox,167.64,165.1,125,1,0,0,78.5,0.365,0.5,1.0,0.55,3,1,14,1,0,1,2,0,0,0,3,Orthodox,170.18,172.72,115,33,30,1,1,-2,-1,0,-7,-1,0,0,-2.54,-7.62,3,-8.5,-0.5,0.666666667,0,1,,,,,5.0,,,,,,,,,,,,,12.0,,,,,,,,,,,neither,KO/TKO,Kick
Jason Saggo,Leandro Silva,-115,-105,86.95652174,95.23809524,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Lightweight,MALE,3,0,2,0,28.0,0.535,0.5,1.6666666669999999,0.395,2,3,15,0,0,0,2,0,1,0,3,Orthodox,175.26,182.88,155,0,1,0,19.66666667,0.52,0.0,2.666666667,0.34333333299999996,1,1,5,0,0,0,0,2,0,0,2,Orthodox,180.34,180.34,155,30,30,0,1,1,1,-2,10,0,-2,1,-5.08,2.54,0,8.33333333,0.5,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Misha Cirkunov,Ion Cutelaba,-220,180,45.45454545,180.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,205,0,2,0,28.0,0.66,0.5,3.0,0.625,2,0,3,0,0,0,0,1,1,0,2,Orthodox,190.5,195.58,205,29,22,0,-2,-2,-2,0,-3,0,-1,-1,-5.08,-5.08,7,-28.0,-0.5,-3.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle
Tamdan McCrory,Krzysztof Jotko,-170,150,58.82352941,150.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,False,Middleweight,MALE,3,0,3,0,40.6,0.484,0.0,1.2,0.382,3,1,14,0,0,1,3,0,0,0,4,Southpaw,185.42,195.58,185,0,1,0,20.28571429,0.524285714,1.571428571,1.571428571,0.4,1,3,15,0,0,0,1,1,2,0,4,Switch,193.04,198.12,185,29,26,0,2,2,0,2,-1,0,-1,-2,-7.62,-2.54,3,20.31428571,-1.571428571,-0.37142857100000004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Chris Beal,Joe Soto,105,-125,105.0,80.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,3,0,0,44.66666667,0.35,1.333333333,0.333333333,0.11,0,3,9,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,2,0,0,37.5,0.3575,0.25,1.75,0.4375,2,2,11,0,0,0,1,1,0,0,2,Orthodox,170.18,175.26,125,30,29,-1,0,-2,-2,-1,-2,1,-1,0,-2.54,-10.16,1,7.16666667,1.083333333,-1.4166666669999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Elias Theodorou,Sam Alvey,-235,195,42.55319149,195.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Middleweight,MALE,3,1,0,0,20.8,0.56,0.0,0.0,0.0,3,2,7,0,0,0,0,3,0,0,3,Southpaw,187.96,190.5,205,1,0,0,45.75,0.4325,0.0,2.25,0.4975,3,1,10,1,0,0,1,2,0,0,3,Orthodox,185.42,190.5,185,28,30,0,0,0,0,-1,-3,-1,1,0,2.54,0.0,-2,-24.95,0.0,-2.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Randa Markos,Jocelyn Jones-Lybarger,-115,-105,86.95652174,95.23809524,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Women's Strawweight,FEMALE,3,1,0,0,29.0,0.27,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,162.56,115,1,0,0,35.66666667,0.40333333299999996,0.333333333,1.333333333,0.37,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,160.02,115,30,30,0,0,-1,-1,1,-6,0,0,0,7.62,2.54,0,-6.66666667,-0.333333333,-1.333333333,0,1,,14.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,
Colby Covington,Jonathan Meunier,-235,195,42.55319149,195.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,190.5,190.5,170,1,0,0,15.5,0.6275,0.25,2.5,0.5275,3,1,8,0,0,0,1,1,1,0,3,Orthodox,180.34,182.88,170,28,28,1,0,-3,-3,1,-8,0,-1,-1,10.16,7.62,0,-15.5,-0.25,-2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Ali Bagautinov,Geane Herrera,-260,220,38.46153846,220.0,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,False,Flyweight,MALE,3,0,1,0,23.5,0.43,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,125,2,0,0,39.4,0.38,0.4,2.4,0.302,3,2,17,1,0,0,2,1,0,0,3,Orthodox,162.56,165.1,125,31,26,2,1,-2,-2,1,-12,-1,0,0,2.54,2.54,5,-15.9,-0.4,-1.9,0,1,,10.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Red,U-DEC,
Luke Rockhold,Michael Bisping,-750,525,13.33333333,525.0,6/4/2016,"Los Angeles, California, USA", USA,Blue,True,Middleweight,MALE,5,0,3,0,55.72,0.3884,0.2,1.04,0.2672,4,7,69,1,0,2,7,9,0,0,18,Orthodox,185.42,190.5,185,0,5,0,31.83333333,0.6133333329999999,1.0,0.5,0.25,5,1,11,1,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,31,37,0,-2,-1,13,-6,58,0,7,-3,-5.08,-5.08,-6,23.88666667,-0.8,0.54,0,1,4.0,0.0,,,,,,,0.0,,,,,,3.0,,,,,,,4.0,,,,,,,Red,KO/TKO,Punch
Dominick Cruz,Urijah Faber,-380,315,26.31578947,315.0,6/4/2016,"Los Angeles, California, USA", USA,Red,True,Bantamweight,MALE,5,0,1,0,42.92307692,0.488461538,0.615384615,1.5384615380000002,0.3,4,4,39,3,0,0,3,0,6,0,9,Orthodox,167.64,170.18,135,0,4,0,72.0,0.495,0.25,5.0,0.545,4,0,16,3,0,1,2,1,0,0,4,Orthodox,172.72,172.72,135,31,37,0,-3,0,5,-4,23,0,-1,6,-5.08,-2.54,-6,-29.07692308,0.365384615,-3.461538462,0,1,2.0,0.0,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,2.0,,,Red,U-DEC,
Max Holloway,Ricardo Lamas,-270,230,37.03703704,230.0,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,27.33333333,0.436666667,0.7777777779999999,1.222222222,0.213333333,4,2,21,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,0,8,0,61.57142857,0.420714286,0.35714285700000004,0.14285714300000002,0.14285714300000002,8,3,34,0,0,1,3,5,2,0,11,Orthodox,180.34,175.26,155,24,34,0,-7,-4,-4,1,-13,1,-3,0,-7.62,5.08,-10,-34.23809524,0.420634921,1.079365079,0,1,5.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,Red,U-DEC,
Dan Henderson,Hector Lombard,265,-325,265.0,30.76923077,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Middleweight,MALE,3,2,0,0,35.0,0.49142857100000004,0.0,1.428571429,0.355714286,2,4,17,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,1,0,0,27.0,0.513125,0.3125,0.875,0.24625,4,8,40,3,0,2,3,3,0,0,8,Orthodox,180.34,187.96,185,45,38,-1,0,-2,-5,4,-23,-3,-1,0,-5.08,-7.62,7,8.0,-0.3125,0.553571429,0,1,,15.0,,,,,,,15.0,,,,,,,,,,,,,,14.0,,,,,,Red,KO/TKO,Elbow
Dustin Poirier,Bobby Green,-185,160,54.05405405,160.0,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,52.6,0.47,0.2,0.8,0.3,4,1,13,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,0,3,0,43.35714286,0.500714286,0.642857143,1.142857143,0.25,4,3,29,0,0,0,4,4,3,0,11,Southpaw,175.26,182.88,155,27,29,-1,-3,0,-7,2,-16,0,-3,-2,2.54,-2.54,-2,9.24285714,-0.44285714299999995,-0.342857143,0,1,13.0,11.0,,,,,,,,,11.0,,,,,,,,,,,,,13.0,,,,,Red,KO/TKO,Punch
Brian Ortega,Clay Guida,-235,195,42.55319149,195.0,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,27.22727273,0.345,0.636363636,2.772727273,0.39363636399999996,4,10,59,0,0,3,4,1,4,0,12,Orthodox,170.18,177.8,155,0,2,0,24.33333333,0.386666667,1.6666666669999999,0.333333333,0.11,2,1,7,0,0,0,0,1,1,0,2,Switch,172.72,175.26,145,25,34,-1,-2,2,10,-9,52,0,0,3,-2.54,2.54,-9,2.8939394,-1.0303030309999999,2.43939394,0,1,,12.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee
Beneil Dariush,James Vick,-140,120,71.42857143,120.0,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Lightweight,MALE,3,0,5,0,44.2,0.308,0.4,0.0,0.0,5,0,11,0,0,0,3,0,2,0,5,Orthodox,190.5,193.04,155,1,0,0,29.0,0.45625,0.625,1.125,0.36375,5,2,17,0,0,1,2,0,3,0,6,Southpaw,177.8,182.88,155,27,29,1,5,0,-1,2,-6,0,0,-1,12.7,10.16,-2,15.2,-0.225,-1.125,0,1,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch
Jessica Penne,Jessica Andrade,110,-130,110.0,76.92307692,6/4/2016,"Los Angeles, California, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,56.85714286,0.574285714,0.571428571,1.857142857,0.631428571,3,3,15,0,0,1,2,0,1,0,4,Orthodox,154.94,157.48,115,1,0,0,32.0,0.335,0.0,2.0,0.25,1,1,6,1,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,33,24,0,0,2,3,-2,9,-1,0,1,-10.16,-12.7,9,24.85714286,0.571428571,-0.14285714300000002,0,1,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches
Cole Miller,Alex Caceres,-165,145,60.60606061,145.0,6/4/2016,"Los Angeles, California, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,42.46153846,0.46153846200000004,0.923076923,0.23076923100000002,0.17923076899999998,2,7,33,0,0,2,2,0,2,0,6,Southpaw,177.8,185.42,145,2,0,0,30.61111111,0.32388888899999996,1.277777778,0.27777777800000003,0.136111111,2,8,39,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,145,32,27,2,1,0,-4,1,-6,0,-1,-5,-7.62,-2.54,5,11.85042735,-0.354700855,-0.047008547000000005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Sean Strickland,Tom Breese,-110,-110,90.90909091,90.90909091,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Welterweight,MALE,3,0,3,0,27.0,0.6,0.333333333,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,Southpaw,190.5,185.42,185,0,2,0,53.4,0.40399999999999997,0.6,1.6,0.5660000000000001,2,1,13,0,0,1,1,1,1,0,4,Orthodox,185.42,193.04,170,25,24,0,1,1,-1,1,-8,0,1,-1,5.08,-7.62,1,-26.4,-0.26666666699999997,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Jonathan Wilson,Henrique da Silva,-165,145,60.60606061,145.0,6/4/2016,"Los Angeles, California, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,0,1,0,4.0,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,28,26,0,-1,-1,-1,0,-1,0,-1,0,2.54,2.54,2,-4.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Polo Reyes,Dong Hyun Ma,-115,-105,86.95652174,95.23809524,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,19.0,0.45,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,0,1,0,10.0,0.32,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,155,31,27,-1,-1,-1,-1,-1,2,0,-1,0,0.0,-2.54,4,9.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,
