R_fighter,B_fighter,round,time,date
Reuben Duran,Hugo Viana,1,4:05,12/15/2012
John Cofer,Mike Rio,3,4:11,12/15/2012
Jared Papazian,Tim Elliott,3,5:00,12/15/2012
Ken Shamrock,Rich Franklin,1,2:42,4/9/2005
Stephan Bonnar,Forrest Griffin,3,5:00,4/9/2005
Kenny Florian,Diego Sanchez,1,2:49,4/9/2005
Bobby Southworth,Sam Hoger,3,5:00,4/9/2005
Jason Thacker,Chris Leben,1,1:35,4/9/2005
Chris Sanford,Josh Koscheck,1,4:21,4/9/2005
Lodune Sincaid,Nate Quarry,1,3:17,4/9/2005
Alex Schoenauer,Mike Swick,1,0:20,4/9/2005
Josh Rafferty,Alex Karalexis,1,1:40,4/9/2005
BJ Penn,Frankie Edgar,3,4:16,7/6/2014
Matt Van Buren,Corey Anderson,1,1:01,7/6/2014
Dhiego Lima,Eddie Gordon,1,1:11,7/6/2014
Guto Inocente,Derrick Lewis,1,3:30,7/6/2014
Justin Scoggins,Dustin Ortiz,3,5:00,7/6/2014
Jesse Ronson,Kevin Lee,3,5:00,7/6/2014
Jumabieke Tuerxun,Leandro Issa,3,3:49,7/6/2014
Juan Manuel Puig,Adriano Martins,1,2:21,7/6/2014
Daniel Spohn,Patrick Walsh,3,5:00,7/6/2014
Alexis Dufresne,Sarah Moras,3,5:00,7/6/2014
Keith Berish,Robert Drysdale,1,2:03,7/6/2014
Michael Johnson,Jonathan Brookins,3,5:00,12/4/2010
Igor Pokrajac,Stephan Bonnar,3,5:00,12/4/2010
Kendall Grove,Demian Maia,3,5:00,12/4/2010
Johny Hendricks,Rick Story,3,5:00,12/4/2010
Nam Phan,Leonard Garcia,3,5:00,12/4/2010
Aaron Wilkinson,Cody McKenzie,1,2:03,12/4/2010
Tyler Toner,Ian Loveland,3,5:00,12/4/2010
Sako Chivitchian,Kyle Watson,3,5:00,12/4/2010
Will Campuzano,Nick Pace,3,4:33,12/4/2010
Fredson Paixao,Pablo Garza,1,0:51,12/4/2010
Rich Attonito,David Branch,3,5:00,12/4/2010
Nick Diaz,Diego Sanchez,3,5:00,11/5/2005
Brad Imes,Rashad Evans,3,5:00,11/5/2005
Luke Cummo,Joe Stevenson,3,5:00,11/5/2005
Kit Cope,Kenny Florian,2,0:37,11/5/2005
Sammy Morgan,Joshua Burkman,1,0:21,11/5/2005
Marcus Davis,Melvin Guillard,2,2:55,11/5/2005
Kerry Schall,Keith Jardine,2,3:28,11/5/2005
Clay Guida,Roger Huerta,3,0:51,12/8/2007
Tommy Speer,Mac Danzig,1,2:01,12/8/2007
Jared Rollins,War Machine,3,2:01,12/8/2007
Billy Miles,George Sotiropoulos,1,1:36,12/8/2007
Dan Barrera,Ben Saunders,3,5:00,12/8/2007
Richie Hightower,Troy Mandaloniz,1,4:20,12/8/2007
John Kolosci,Matt Arroyo,1,4:42,12/8/2007
Dorian Price,Roman Mitichyan,1,0:23,12/8/2007
Paul Georgieff,Jonathan Goulet,1,4:42,12/8/2007
Claudia Gadelha,Joanna Jedrzejczyk,5,5:00,7/8/2016
Khalil Rountree Jr.,Andrew Sanchez,3,5:00,7/8/2016
Amanda Cooper,Tatiana Suarez,1,3:43,7/8/2016
Ross Pearson,Will Brooks,3,5:00,7/8/2016
Thiago Tavares,Dooho Choi,1,2:42,7/8/2016
Andrew Holbrook,Joaquim Silva,1,0:34,7/8/2016
Fernando Bruno,Gray Maynard,3,5:00,7/8/2016
John Moraga,Matheus Nicolau Pereira,3,5:00,7/8/2016
Cory Hendricks,Josh Stansbury,3,5:00,7/8/2016
Anthony Smith,Cezar Ferreira,3,5:00,7/8/2016
Jake Matthews,Kevin Lee,1,4:06,7/8/2016
Anton Zafir,Jingliang Li,1,2:46,7/8/2016
Scott Jorgensen,Urijah Faber,4,3:16,4/13/2013
Uriah Hall,Kelvin Gastelum,3,5:00,4/13/2013
Miesha Tate,Cat Zingano,3,2:55,4/13/2013
Gabriel Gonzaga,Travis Browne,1,1:11,4/13/2013
Gilbert Smith,Robert McDaniel,3,2:49,4/13/2013
Kevin Casey,Josh Samman,2,2:17,4/13/2013
Collin Hart,Luke Barnatt,3,5:00,4/13/2013
Jimmy Quinlan,Dylan Andrews,1,3:22,4/13/2013
Bristol Marunde,Clint Hester,3,3:53,4/13/2013
Bart Palaszewski,Cole Miller,1,4:23,4/13/2013
Sam Sicilia,Maximo Blanco,3,5:00,4/13/2013
Justin Lawrence,Daniel Pineda,1,1:35,4/13/2013
Ramsey Nijem,Tony Ferguson,1,3:54,6/4/2011
Anthony Pettis,Clay Guida,3,5:00,6/4/2011
Tim Credeur,Ed Herman,1,0:48,6/4/2011
Fabio Maldonado,Kyle Kingsbury,3,5:00,6/4/2011
Chuck O'Neil,Chris Cope,3,5:00,6/4/2011
Danny Downes,Jeremy Stephens,3,5:00,6/4/2011
Josh Grispi,George Roop,3,3:14,6/4/2011
Ryan McGillivray,Shamar Bailey,3,5:00,6/4/2011
Justin Edwards,Clay Harvison,3,5:00,6/4/2011
Ken Stone,Scott Jorgensen,1,4:01,6/4/2011
Francisco Rivera,Reuben Duran,3,1:57,6/4/2011
Kris McCray,Court McGee,2,3:41,6/19/2010
Keith Jardine,Matt Hamill,3,5:00,6/19/2010
Aaron Simpson,Chris Leben,2,4:17,6/19/2010
Spencer Fisher,Dennis Siver,3,5:00,6/19/2010
Jamie Yager,Rich Attonito,2,4:25,6/19/2010
Mark Holst,John Gunderson,3,5:00,6/19/2010
Seth Baczynski,Brad Tavares,3,5:00,6/19/2010
Josh Bryant,Kyle Noke,2,3:12,6/19/2010
James Hammortree,Chris Camozzi,3,5:00,6/19/2010
James McSweeney,Travis Browne,1,4:32,6/19/2010
Chad Mendes,Frankie Edgar,1,2:28,12/11/2015
Artem Lobov,Ryan Hall,3,5:00,12/11/2015
Edson Barboza,Tony Ferguson,2,2:54,12/11/2015
Joe Lauzon,Evan Dunham,3,5:00,12/11/2015
Jason Knight,Tatsuya Kawajiri,3,5:00,12/11/2015
Marcin Wrzosek,Julian Erosa,3,5:00,12/11/2015
Konstantin Erokhin,Gabriel Gonzaga,3,5:00,12/11/2015
Mike Pierce,Ryan LaFlare,3,5:00,12/11/2015
Joby Sanchez,Geane Herrera,2,4:28,12/11/2015
Abner Lloveras,Chris Gruetzemacher,3,5:00,12/11/2015
Phillipe Nover,Efrain Escudero,3,5:00,12/13/2008
Vinny Magalhaes,Ryan Bader,1,2:18,12/13/2008
Kevin Burns,Anthony Johnson,3,0:28,12/13/2008
Jason MacDonald,Wilson Gouveia,1,2:18,12/13/2008
David Kaplan,Junie Browning,2,1:32,12/13/2008
Shane Primm,Krzysztof Soszynski,2,3:27,12/13/2008
Jules Bruchez,Eliot Marshall,1,1:27,12/13/2008
Kyle Kingsbury,Tom Lawlor,3,5:00,12/13/2008
George Roop,Shane Nelson,3,5:00,12/13/2008
John Polakowski,Rolando Delgado,2,2:18,12/13/2008
Sam Stout,Kenny Florian,1,1:46,6/24/2006
Josh Haynes,Michael Bisping,2,4:14,6/24/2006
Ed Herman,Kendall Grove,3,5:00,6/24/2006
Wilson Gouveia,Keith Jardine,3,5:00,6/24/2006
Ross Pointon,Rory Singer,1,0:44,6/24/2006
Danny Abbadi,Kalib Starnes,1,2:56,6/24/2006
Solomon Hutcherson,Luigi Fioravanti,1,4:15,6/24/2006
Jesse Forbes,Matt Hamill,1,4:47,6/24/2006
Wes Combs,Mike Nickels,1,3:10,6/24/2006
Jens Pulver,BJ Penn,2,3:12,6/23/2007
Manvel Gamburyan,Nate Diaz,2,0:20,6/23/2007
Floyd Sword,Thales Leites,1,3:50,6/23/2007
Doug Evans,Roger Huerta,2,3:30,6/23/2007
Brandon Melendez,Joe Lauzon,2,2:09,6/23/2007
Andy Wang,Cole Miller,1,1:10,6/23/2007
Rob Emerson,Gray Maynard,2,0:39,6/23/2007
Allen Berube,Leonard Garcia,1,4:22,6/23/2007
Brian Geraghty,Matt Wiman,1,2:09,6/23/2007
Evan Tanner,Kendall Grove,3,5:00,6/21/2008
CB Dollaway,Amir Sadollah,1,3:02,6/21/2008
Luigi Fioravanti,Diego Sanchez,3,4:07,6/21/2008
Jeremy Stephens,Spencer Fisher,3,5:00,6/21/2008
Dante Rivera,Matthew Riddle,3,5:00,6/21/2008
Joshua Burkman,Dustin Hazelett,2,4:46,6/21/2008
Marvin Eastman,Drew McFedries,1,1:08,6/21/2008
Matt Arroyo,Matt Brown,2,3:40,6/21/2008
Jeremy Horn,Dean Lister,1,3:52,6/21/2008
Rob Yundt,Rob Kimmons,1,3:58,6/21/2008
Gray Maynard,Nate Diaz,1,2:38,11/30/2013
Jessica Rakoczy,Julianna Pena,1,4:59,11/30/2013
Davey Grant,Chris Holdsworth,2,2:10,11/30/2013
Peggy Morgan,Jessamyn Duke,3,5:00,11/30/2013
Roxanne Modafferi,Raquel Pennington,3,5:00,11/30/2013
Maximo Blanco,Akira Corassani,1,0:25,11/30/2013
Rani Yahya,Tom Niinimaki,3,5:00,11/30/2013
Walt Harris,Jared Rosholt,3,5:00,11/30/2013
Drew Dober,Sean Spencer,3,5:00,11/30/2013
Ryan Benoit,Josh Sampo,2,4:31,11/30/2013
Chris Lytle,Matt Serra,3,5:00,11/11/2006
Patrick Cote,Travis Lutter,1,2:18,11/11/2006
Rich Clementi,Din Thomas,2,3:11,11/11/2006
Edwin DeWees,Jorge Rivera,1,2:37,11/11/2006
Jeremy Jackson,Pete Spratt,2,1:11,11/11/2006
Pete Sell,Scott Smith,2,3:25,11/11/2006
Gideon Ray,Charles McCarthy,1,4:43,11/11/2006
Thales Leites,Martin Kampmann,3,5:00,11/11/2006
Tim Elliott,Demetrious Johnson,5,5:00,12/3/2016
Henry Cejudo,Joseph Benavidez,3,5:00,12/3/2016
Jake Ellenberger,Jorge Masvidal,1,4:05,12/3/2016
Ion Cutelaba,Jared Cannonier,3,5:00,12/3/2016
Alexis Davis,Sara McMann,2,2:52,12/3/2016
Ryan Benoit,Brandon Moreno,3,5:00,12/3/2016
Gray Maynard,Ryan Hall,3,5:00,12/3/2016
Matt Schnell,Rob Font,1,3:47,12/3/2016
Brendan O'Reilly,Dong Hyun Ma,3,5:00,12/3/2016
Kailin Curran,Jamie Moyle,3,5:00,12/3/2016
Elvis Mutapcic,Anthony Smith,2,3:27,12/3/2016
Josh Stansbury,Devin Clark,3,5:00,12/3/2016
Brad Tavares,Israel Adesanya,5,5:00,7/6/2018
Joe Giannetti,Michael Trizano,3,5:00,7/6/2018
Jay Cucciniello,Brad Katona,3,5:00,7/6/2018
Martin Bravo,Alex Caceres,3,5:00,7/6/2018
Barb Honchak,Roxanne Modafferi,2,3:32,7/6/2018
Julian Marquez,Alessio Di Chirico,3,5:00,7/6/2018
Rachael Ostovich,Montana De La Rosa,3,4:21,7/6/2018
Richie Smullen,Luis Pena,1,3:32,7/6/2018
Allan Zuniga,John Gunther,3,5:00,7/6/2018
Tyler Diamond,Bryce Mitchell,3,5:00,7/6/2018
Matt Bessette,Steven Peterson,3,5:00,7/6/2018
Oskar Piechota,Gerald Meerschaert,2,4:55,7/6/2018
Clay Guida,Diego Sanchez,3,5:00,6/20/2009
DaMarques Johnson,James Wilks,1,4:54,6/20/2009
Kevin Burns,Chris Lytle,3,5:00,6/20/2009
Andre Winner,Ross Pearson,3,5:00,6/20/2009
Nate Diaz,Joe Stevenson,3,5:00,6/20/2009
Gleison Tibau,Melvin Guillard,3,5:00,6/20/2009
Edgar Garcia,Brad Blackburn,3,5:00,6/20/2009
Mike Ciesnolevicz,Tomasz Drwal,1,4:48,6/20/2009
Frank Lester,Nick Osipczak,1,3:40,6/20/2009
Cameron Dollar,Jason Dent,1,4:46,6/20/2009
John Lober,Frank Shamrock,1,7:40,10/16/1998
Wanderlei Silva,Vitor Belfort,1,0:44,10/16/1998
David Abbott,Pedro Rizzo,1,8:07,10/16/1998
Mikey Burnett,Pat Miletich,3,3:00,10/16/1998
Pete Williams,Tsuyoshi Kohsaka,2,3:00,10/16/1998
Jeremy Horn,Ebenezer Fontes Braga,1,3:27,10/16/1998
Adriano Santos,Tulio Palhares,1,9:00,10/16/1998
Paulo Santos,Cesar Marscucci,1,10:27,10/16/1998
Maurice Smith,Randy Couture,3,3:00,12/21/1997
Marcus Silveira,Kazushi Sakuraba,1,3:44,12/21/1997
Joe Charles,Vitor Belfort,1,4:03,12/21/1997
Kevin Jackson,Frank Shamrock,1,0:16,12/21/1997
Marcus Silveira,Kazushi Sakuraba,1,1:51,12/21/1997
Yoji Anjo,David Abbott,2,3:00,12/21/1997
Brad Kohler,Tra Telligman,1,10:05,12/21/1997
Oleg Taktarov,Dan Severn,2,3:00,12/16/1995
Marco Ruas,Oleg Taktarov,1,18:00,12/16/1995
David Abbott,Dan Severn,1,18:00,12/16/1995
Dave Beneteau,Oleg Taktarov,1,1:15,12/16/1995
Keith Hackney,Marco Ruas,1,2:39,12/16/1995
Paul Varelans,Dan Severn,1,1:01,12/16/1995
Steve Jennum,David Abbott,1,1:14,12/16/1995
Trent Jenkins,Mark Hall,1,5:29,12/16/1995
Scott Bessac,Joe Charles,1,4:38,12/16/1995
David Abbott,Don Frye,1,1:22,12/7/1996
Steve Nelmark,David Abbott,1,1:03,12/7/1996
Mark Hall,Don Frye,1,0:20,12/7/1996
Brian Johnston,Ken Shamrock,1,5:48,12/7/1996
Paul Varelans,Kimo Leopoldo,1,9:08,12/7/1996
Cal Worsham,David Abbott,1,2:51,12/7/1996
Gary Goodridge,Don Frye,1,11:19,12/7/1996
Jack Nilson,Tai Bowden,1,4:46,12/7/1996
Marcus Bossett,Steve Nelmark,1,1:37,12/7/1996
Felix Lee Mitchell,Mark Hall,1,1:45,12/7/1996
Gerard Gordeau,Royce Gracie,1,1:44,11/12/1993
Trent Jenkins,Jason DeLucia,1,0:52,11/12/1993
Ken Shamrock,Royce Gracie,1,0:57,11/12/1993
Kevin Rosier,Gerard Gordeau,1,0:59,11/12/1993
Patrick Smith,Ken Shamrock,1,1:49,11/12/1993
Art Jimmerson,Royce Gracie,1,2:18,11/12/1993
Zane Frazier,Kevin Rosier,1,4:20,11/12/1993
Teila Tuli,Gerard Gordeau,1,0:26,11/12/1993
Don Frye,Mark Coleman,1,11:34,7/12/1996
Gary Goodridge,Mark Coleman,1,7:00,7/12/1996
Brian Johnston,Don Frye,1,4:37,7/12/1996
John Campetella,Gary Goodridge,1,1:28,7/12/1996
Moti Horenstein,Mark Coleman,1,2:43,7/12/1996
Scott Fiedler,Brian Johnston,1,2:25,7/12/1996
Mark Hall,Don Frye,1,10:21,7/12/1996
Felix Lee Mitchell,Sam Adkins,2,3:00,7/12/1996
Dieusel Berto,Geza Kalman,1,5:57,7/12/1996
Paulo Thiago,Jon Fitch,3,5:00,7/11/2009
Frank Mir,Brock Lesnar,2,1:48,7/11/2009
Thiago Alves,Georges St-Pierre,5,5:00,7/11/2009
Michael Bisping,Dan Henderson,2,3:20,7/11/2009
Alan Belcher,Yoshihiro Akiyama,3,5:00,7/11/2009
Stephan Bonnar,Mark Coleman,3,5:00,7/11/2009
Mac Danzig,Jim Miller,3,5:00,7/11/2009
Jake O'Brien,Jon Jones,2,2:43,7/11/2009
TJ Grant,Dong Hyun Kim,3,5:00,7/11/2009
CB Dollaway,Tom Lawlor,1,0:55,7/11/2009
Matt Grice,Shannon Gugerty,1,2:36,7/11/2009
Kenny Florian,BJ Penn,4,3:54,8/8/2009
Forrest Griffin,Anderson Silva,1,3:23,8/8/2009
Shane Nelson,Aaron Riley,3,5:00,8/8/2009
Amir Sadollah,Johny Hendricks,1,0:29,8/8/2009
Kendall Grove,Ricardo Almeida,3,5:00,8/8/2009
Josh Neer,Kurt Pellegrino,3,5:00,8/8/2009
Tamdan McCrory,John Howard,3,5:00,8/8/2009
Thales Leites,Alessio Sakara,3,5:00,8/8/2009
Dan Cramer,Matthew Riddle,3,5:00,8/8/2009
George Roop,George Sotiropoulos,2,1:59,8/8/2009
Danillo Villefort,Jesse Lennox,3,3:37,8/8/2009
Randy Couture,Antonio Rodrigo Nogueira,3,5:00,8/29/2009
Keith Jardine,Thiago Silva,1,1:35,8/29/2009
Chris Leben,Jake Rosholt,3,1:30,8/29/2009
Demian Maia,Nate Marquardt,1,0:21,8/29/2009
Krzysztof Soszynski,Brandon Vera,3,5:00,8/29/2009
Ed Herman,Aaron Simpson,2,0:17,8/29/2009
Chris Tuchscherer,Gabriel Gonzaga,1,2:27,8/29/2009
Justin McCully,Mike Russow,3,5:00,8/29/2009
Tim Hague,Todd Duffee,1,0:07,8/29/2009
Nick Catone,Mark Munoz,3,5:00,8/29/2009
Marcus Aurelio,Evan Dunham,3,5:00,8/29/2009
Rich Franklin,Vitor Belfort,1,3:02,9/19/2009
Mirko Filipovic,Junior Dos Santos,3,2:00,9/19/2009
Martin Kampmann,Paul Daley,1,2:31,9/19/2009
Frank Trigg,Josh Koscheck,1,1:25,9/19/2009
Hermes Franca,Tyson Griffin,2,3:26,9/19/2009
Cole Miller,Efrain Escudero,1,3:36,9/19/2009
Drew McFedries,Tomasz Drwal,2,1:03,9/19/2009
Steve Lopez,Jim Miller,2,0:48,9/19/2009
Rafaello Oliveira,Nik Lentz,3,5:00,9/19/2009
Brian Foster,Rick Story,2,1:09,9/19/2009
Jason Brilz,Eliot Marshall,3,5:00,9/19/2009
Igor Pokrajac,Vladimir Matyushenko,3,5:00,9/19/2009
Rob Emerson,Rafael Dos Anjos,3,5:00,9/19/2009
Mauricio Rua,Lyoto Machida,5,5:00,10/24/2009
Ben Rothwell,Cain Velasquez,2,0:58,10/24/2009
Josh Neer,Gleison Tibau,3,5:00,10/24/2009
Spencer Fisher,Joe Stevenson,2,4:03,10/24/2009
Yoshiyuki Yoshida,Anthony Johnson,1,0:41,10/24/2009
Eric Schafer,Ryan Bader,3,5:00,10/24/2009
Antoni Hardonk,Pat Barry,2,2:30,10/24/2009
Yushin Okami,Chael Sonnen,3,5:00,10/24/2009
Rob Kimmons,Jorge Rivera,3,1:53,10/24/2009
Razak Al-Hassan,Kyle Kingsbury,3,5:00,10/24/2009
Chase Gormley,Stefan Struve,1,4:04,10/24/2009
Brandon Vera,Randy Couture,3,5:00,11/14/2009
Mike Swick,Dan Hardy,3,5:00,11/14/2009
Denis Kang,Michael Bisping,2,4:24,11/14/2009
James Wilks,Matt Brown,3,2:27,11/14/2009
Aaron Riley,Ross Pearson,2,4:38,11/14/2009
Paul Taylor,John Hathaway,3,5:00,11/14/2009
Shannon Gugerty,Terry Etim,2,1:24,11/14/2009
Matthew Riddle,Nick Osipczak,3,3:53,11/14/2009
Paul Kelly,Dennis Siver,2,2:53,11/14/2009
Jared Hamman,Alexander Gustafsson,1,0:41,11/14/2009
Rolando Delgado,Andre Winner,1,3:22,11/14/2009
Tito Ortiz,Forrest Griffin,3,5:00,11/21/2009
Anthony Johnson,Josh Koscheck,2,4:47,11/21/2009
Jacob Volkmann,Paulo Thiago,3,5:00,11/21/2009
Luiz Cane,Rogerio Nogueira,1,1:56,11/21/2009
Phil Baroni,Amir Sadollah,3,5:00,11/21/2009
Marcus Davis,Ben Saunders,1,3:24,11/21/2009
Jake Rosholt,Kendall Grove,1,3:59,11/21/2009
Brock Larson,Brian Foster,2,3:25,11/21/2009
Fabricio Camoes,Caol Uno,3,5:00,11/21/2009
Jason Dent,George Sotiropoulos,2,4:36,11/21/2009
Diego Sanchez,BJ Penn,5,2:37,12/12/2009
Cheick Kongo,Frank Mir,1,1:12,12/12/2009
Mike Pierce,Jon Fitch,3,5:00,12/12/2009
Clay Guida,Kenny Florian,2,2:19,12/12/2009
Paul Buentello,Stefan Struve,3,5:00,12/12/2009
Wilson Gouveia,Alan Belcher,1,3:03,12/12/2009
Shane Nelson,Matt Wiman,3,5:00,12/12/2009
Ricardo Funch,Johny Hendricks,3,5:00,12/12/2009
Lucio Linhares,Rousimar Palhares,2,3:21,12/12/2009
Edgar Garcia,DaMarques Johnson,1,4:03,12/12/2009
Kevin Burns,TJ Grant,1,4:57,12/12/2009
Thiago Silva,Rashad Evans,3,5:00,1/2/2010
Dustin Hazelett,Paul Daley,1,2:24,1/2/2010
Joe Lauzon,Sam Stout,3,5:00,1/2/2010
Duane Ludwig,Jim Miller,1,2:31,1/2/2010
Gilbert Yvel,Junior Dos Santos,1,2:07,1/2/2010
Jacob Volkmann,Martin Kampmann,1,4:03,1/2/2010
Dan Lauzon,Cole Miller,1,3:05,1/2/2010
Ryan Jensen,Mark Munoz,1,2:30,1/2/2010
Mike Pyle,Jake Ellenberger,2,0:22,1/2/2010
John Gunderson,Rafaello Oliveira,3,5:00,1/2/2010
Mark Coleman,Randy Couture,2,1:09,2/6/2010
Nate Marquardt,Chael Sonnen,3,5:00,2/6/2010
Mike Swick,Paulo Thiago,2,1:54,2/6/2010
Dan Miller,Demian Maia,3,5:00,2/6/2010
Frank Trigg,Matt Serra,1,2:23,2/6/2010
Justin Buchholz,Mac Danzig,3,5:00,2/6/2010
Ronys Torres,Melvin Guillard,3,5:00,2/6/2010
Phillipe Nover,Rob Emerson,3,5:00,2/6/2010
Brian Stann,Phil Davis,3,5:00,2/6/2010
Tim Hague,Chris Tuchscherer,3,5:00,2/6/2010
Rolles Gracie,Joey Beltran,2,1:31,2/6/2010
David Abbott,Scott Ferrozzo,2,3:00,9/20/1996
Brian Johnston,Mark Coleman,1,2:20,9/20/1996
Fabio Gurgel,Jerry Bohlander,1,15:00,9/20/1996
Sam Adkins,David Abbott,1,2:06,9/20/1996
Reza Nasri,Brian Johnston,1,0:28,9/20/1996
Julian Sanchez,Mark Coleman,1,0:45,9/20/1996
Dave Berry,Roberto Traven,1,1:33,9/20/1996
Sam Fulton,Scott Ferrozzo,1,1:45,9/20/1996
Antonio Rodrigo Nogueira,Cain Velasquez,1,2:20,2/20/2010
Michael Bisping,Wanderlei Silva,3,5:00,2/20/2010
Joe Stevenson,George Sotiropoulos,3,5:00,2/20/2010
Keith Jardine,Ryan Bader,3,2:10,2/20/2010
Anthony Perosh,Mirko Filipovic,2,5:00,2/20/2010
Stephan Bonnar,Krzysztof Soszynski,3,1:04,2/20/2010
Brian Foster,Chris Lytle,1,1:41,2/20/2010
Goran Reljic,CB Dollaway,3,5:00,2/20/2010
Igor Pokrajac,James Te Huna,3,3:26,2/20/2010
Dan Hardy,Georges St-Pierre,5,5:00,3/27/2010
Frank Mir,Shane Carwin,1,3:48,3/27/2010
Fabricio Camoes,Kurt Pellegrino,2,4:20,3/27/2010
Ben Saunders,Jon Fitch,3,5:00,3/27/2010
Mark Bocek,Jim Miller,3,5:00,3/27/2010
Rory Markham,Nate Diaz,1,2:47,3/27/2010
Matt Brown,Ricardo Almeida,2,3:30,3/27/2010
Tomasz Drwal,Rousimar Palhares,1,0:45,3/27/2010
Rodney Wallace,Jared Hamman,3,5:00,3/27/2010
Greg Soto,Matthew Riddle,3,1:30,3/27/2010
Demian Maia,Anderson Silva,5,5:00,4/10/2010
BJ Penn,Frankie Edgar,5,5:00,4/10/2010
Renzo Gracie,Matt Hughes,3,4:40,4/10/2010
Terry Etim,Rafael Dos Anjos,2,4:30,4/10/2010
Kendall Grove,Mark Munoz,2,2:50,4/10/2010
Alexander Gustafsson,Phil Davis,1,4:55,4/10/2010
Nick Osipczak,Rick Story,3,5:00,4/10/2010
Brad Blackburn,DaMarques Johnson,3,2:08,4/10/2010
Matt Veach,Paul Kelly,2,3:41,4/10/2010
Mostapha Al-Turk,Jon Madsen,3,5:00,4/10/2010
Lyoto Machida,Mauricio Rua,1,3:35,5/8/2010
Paul Daley,Josh Koscheck,3,5:00,5/8/2010
Sam Stout,Jeremy Stephens,3,5:00,5/8/2010
Kevin Ferguson,Matt Mitrione,2,4:24,5/8/2010
Patrick Cote,Alan Belcher,2,3:25,5/8/2010
Tom Lawlor,Joe Doerksen,2,2:10,5/8/2010
Jonathan Goulet,Marcus Davis,2,1:23,5/8/2010
TJ Grant,Johny Hendricks,3,5:00,5/8/2010
Tim Hague,Joey Beltran,3,5:00,5/8/2010
Yoshiyuki Yoshida,Mike Guymon,3,5:00,5/8/2010
Jason MacDonald,John Salter,1,2:42,5/8/2010
Quinton Jackson,Rashad Evans,3,5:00,5/29/2010
Dan Miller,Michael Bisping,3,5:00,5/29/2010
Todd Duffee,Mike Russow,3,2:35,5/29/2010
Jason Brilz,Rogerio Nogueira,3,5:00,5/29/2010
Diego Sanchez,John Hathaway,3,5:00,5/29/2010
Amir Sadollah,Dong Hyun Kim,3,5:00,5/29/2010
Dan Lauzon,Efrain Escudero,3,5:00,5/29/2010
Waylon Lowe,Melvin Guillard,1,3:28,5/29/2010
Luiz Cane,Cyrille Diabate,1,2:13,5/29/2010
Joe Brammer,Aaron Riley,3,5:00,5/29/2010
Jesse Forbes,Ryan Jensen,1,1:06,5/29/2010
Chuck Liddell,Rich Franklin,1,4:55,6/12/2010
Pat Barry,Mirko Filipovic,3,4:30,6/12/2010
Paulo Thiago,Martin Kampmann,3,5:00,6/12/2010
Gilbert Yvel,Ben Rothwell,3,5:00,6/12/2010
Rory MacDonald,Carlos Condit,3,4:53,6/12/2010
Tyson Griffin,Evan Dunham,3,5:00,6/12/2010
Mac Danzig,Matt Wiman,1,1:45,6/12/2010
David Loiseau,Mario Miranda,2,4:07,6/12/2010
Peter Sobotta,James Wilks,3,5:00,6/12/2010
Ricardo Funch,Claude Patrick,2,1:48,6/12/2010
Jesse Lennox,Mike Pyle,3,4:44,6/12/2010
Shane Carwin,Brock Lesnar,2,2:19,7/3/2010
Yoshihiro Akiyama,Chris Leben,3,4:40,7/3/2010
Matt Brown,Chris Lytle,2,2:02,7/3/2010
Krzysztof Soszynski,Stephan Bonnar,2,3:08,7/3/2010
Kurt Pellegrino,George Sotiropoulos,3,5:00,7/3/2010
Chris Tuchscherer,Brendan Schaub,1,1:07,7/3/2010
Seth Petruzelli,Ricardo Romero,2,3:05,7/3/2010
Goran Reljic,Kendall Grove,3,5:00,7/3/2010
David Branch,Gerald Harris,3,2:35,7/3/2010
Forrest Petz,Daniel Roberts,3,5:00,7/3/2010
Karlos Vemola,Jon Madsen,3,5:00,7/3/2010
Chael Sonnen,Anderson Silva,5,3:10,8/7/2010
Thiago Alves,Jon Fitch,3,5:00,8/7/2010
Rafael Dos Anjos,Clay Guida,3,1:51,8/7/2010
Ricardo Almeida,Matt Hughes,1,3:15,8/7/2010
Roy Nelson,Junior Dos Santos,3,5:00,8/7/2010
Dustin Hazelett,Rick Story,2,1:15,8/7/2010
Rodney Wallace,Phil Davis,3,5:00,8/7/2010
Charlie Brenneman,Johny Hendricks,2,0:40,8/7/2010
Todd Brown,Tim Boetsch,3,5:00,8/7/2010
Christian Morecraft,Stefan Struve,2,0:22,8/7/2010
Ben Saunders,Dennis Hallman,3,5:00,8/7/2010
BJ Penn,Frankie Edgar,5,5:00,8/28/2010
James Toney,Randy Couture,1,3:19,8/28/2010
Mario Miranda,Demian Maia,3,5:00,8/28/2010
Kenny Florian,Gray Maynard,3,5:00,8/28/2010
Marcus Davis,Nate Diaz,3,4:02,8/28/2010
Gabe Ruediger,Joe Lauzon,1,2:01,8/28/2010
Andre Winner,Nik Lentz,3,5:00,8/28/2010
John Salter,Dan Miller,2,1:53,8/28/2010
Nick Osipczak,Greg Soto,3,5:00,8/28/2010
Amilcar Alves,Mike Pierce,3,3:11,8/28/2010
Mirko Filipovic,Frank Mir,3,4:02,9/25/2010
Rogerio Nogueira,Ryan Bader,3,5:00,9/25/2010
Matt Serra,Chris Lytle,3,5:00,9/25/2010
Evan Dunham,Sean Sherk,3,5:00,9/25/2010
Jeremy Stephens,Melvin Guillard,3,5:00,9/25/2010
Joe Doerksen,CB Dollaway,1,2:13,9/25/2010
Joey Beltran,Matt Mitrione,3,5:00,9/25/2010
